symbol,requested_symbol,resolved_symbol,sample_label,timeframe,family,side,session,hardening_mode,recent_closed,recent_win_rate,recent_pf,recent_expectancy,recent_max_drawdown,total_closed,total_win_rate,total_pf,total_expectancy,total_max_drawdown,monte_carlo_stressed_pf,monte_carlo_stressed_expectancy,monte_carlo_p95_drawdown,spread_x1_5_pf,spread_x2_pf,instrument_type,digits,point,tick_size,spread_points,estimated_spread_price,commission_assumption,slippage_assumption,spread_x1_5_cost,spread_x2_cost,cost_model_confidence,cost_model_reason,remove_best_5_pf,fragile_regime_dependency,single_trade_dependency,candidate,recommendation,rejection_reasons,multi_symbol_score,source_csv
ETHUSD,ETHUSD,ETHUSD,ETHUSD_M15_20000,M15,recent_session_open_continuation,both,all,fast_loss_cut,17,47.06,1.4163,0.1349,21.851446,45,44.44,1.3198,0.0782,65.222088,0.685,-1.681297,119.554735,1.2843,1.3312,crypto,2,0.01,0.01,70.8057,0.708057,0.0,14.16114,106.20855,141.6114,medium,default_instrument_model,0.7894,True,False,False,observation_only,recent_sample_below_20;total_sample_below_50;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,17.741,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\ETHUSD_M15_20000.csv
US500,US500,US500.B,US500_H1_20000,H1,recent_liquidity_sweep,both,all,baseline,23,43.48,1.3964,0.1079,41.70684,60,40.0,1.1618,0.0426,70.251643,0.6469,-2.120933,187.610889,0.9548,0.9224,index,1,0.1,0.1,15.0,1.5,0.0,3.0,22.5,30.0,medium,default_instrument_model,0.8371,True,False,False,observation_only,monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,9.5187,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\US500.b_H1_20000.csv
US500,US500,US500.B,US500_H1_20000,H1,recent_liquidity_sweep,both,all,fast_loss_cut,23,43.48,1.3964,0.1079,41.70684,60,40.0,1.1618,0.0426,70.251643,0.6469,-2.120933,187.610889,0.9548,0.9224,index,1,0.1,0.1,15.0,1.5,0.0,3.0,22.5,30.0,medium,default_instrument_model,0.8371,True,False,False,observation_only,monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,9.5187,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\US500.b_H1_20000.csv
BTCUSD,BTCUSD,BTCUSD,BTCUSD_M30_20000,M30,recent_liquidity_sweep,both,all,mae_guard,15,66.67,1.782,0.2058,792.129478,48,52.08,1.3122,0.0669,1968.669049,0.6926,-36.488019,2923.712414,1.2893,1.212,crypto,2,0.01,0.01,1497.61476,14.9761476,0.0,299.522952,2246.42214,2995.22952,medium,default_instrument_model,0.8153,True,False,False,observation_only,recent_sample_below_20;total_sample_below_50;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,-4.5616,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\BTCUSD_M30_20000.csv
BTCUSD,BTCUSD,BTCUSD,BTCUSD_M30_20000,M30,recent_liquidity_sweep,both,all,trailing_defensive,15,73.33,1.8588,0.2169,792.129478,48,52.08,1.2489,0.0585,1968.669049,0.6674,-42.616569,3398.498387,1.23,1.1967,crypto,2,0.01,0.01,1497.61476,14.9761476,0.0,299.522952,2246.42214,2995.22952,medium,default_instrument_model,0.7887,True,False,False,observation_only,recent_sample_below_20;total_sample_below_50;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,-10.91,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\BTCUSD_M30_20000.csv
ETHUSD,ETHUSD,ETHUSD,ETHUSD_M30_20000,M30,recent_volatility_breakout,both,all,mae_guard,5,20.0,0.082,-0.4897,50.733571,55,49.09,1.8256,0.1782,96.493642,0.9589,-0.356745,179.349999,1.7092,1.7408,crypto,2,0.01,0.01,50.0,0.5,0.0,10.0,75.0,100.0,medium,default_instrument_model,1.2409,True,False,False,reject,recent_sample_below_20;recent_pf_below_1_15;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;fragile_regime_dependency,-20.3504,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD,ETHUSD,ETHUSD_M30_20000,M30,recent_session_open_continuation,both,all,mae_guard,13,38.46,1.4003,0.1002,20.409286,46,50.0,1.372,0.1107,113.61,0.7048,-2.256789,198.59593,1.361,1.2931,crypto,2,0.01,0.01,50.0,0.5,0.0,10.0,75.0,100.0,medium,default_instrument_model,0.8106,True,False,False,observation_only,recent_sample_below_20;total_sample_below_50;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,-21.5104,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD,ETHUSD,ETHUSD_M30_20000,M30,recent_session_open_continuation,both,all,fast_loss_cut,13,38.46,1.4003,0.1002,20.409286,46,50.0,1.372,0.1107,113.61,0.7048,-2.256789,198.59593,1.361,1.2931,crypto,2,0.01,0.01,50.0,0.5,0.0,10.0,75.0,100.0,medium,default_instrument_model,0.8106,True,False,False,observation_only,recent_sample_below_20;total_sample_below_50;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,-21.5104,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\ETHUSD_M30_20000.csv
BTCUSD,BTCUSD,BTCUSD,BTCUSD_M30_20000,M30,recent_liquidity_sweep,both,all,baseline,15,66.67,1.782,0.2058,792.129478,48,50.0,1.2355,0.055,1968.669049,0.6596,-43.998744,3515.656821,1.2159,1.1967,crypto,2,0.01,0.01,1497.61476,14.9761476,0.0,299.522952,2246.42214,2995.22952,medium,default_instrument_model,0.7792,True,False,False,observation_only,recent_sample_below_20;total_sample_below_50;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,-25.4028,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\BTCUSD_M30_20000.csv
BTCUSD,BTCUSD,BTCUSD,BTCUSD_M30_20000,M30,recent_liquidity_sweep,both,all,fast_loss_cut,15,66.67,1.782,0.2058,792.129478,48,50.0,1.2355,0.055,1968.669049,0.6596,-43.998744,3515.656821,1.2159,1.1967,crypto,2,0.01,0.01,1497.61476,14.9761476,0.0,299.522952,2246.42214,2995.22952,medium,default_instrument_model,0.7792,True,False,False,observation_only,recent_sample_below_20;total_sample_below_50;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,-25.4028,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\BTCUSD_M30_20000.csv
ETHUSD,ETHUSD,ETHUSD,ETHUSD_M30_20000,M30,recent_liquidity_sweep,both,all,trailing_defensive,14,64.29,2.7797,0.284,22.458163,50,48.0,1.0195,0.0254,98.554714,0.4823,-3.450329,211.169341,1.0559,1.0104,crypto,2,0.01,0.01,50.0,0.5,0.0,10.0,75.0,100.0,medium,default_instrument_model,0.6241,True,True,False,reject,recent_sample_below_20;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency;single_trade_dependency,-26.0564,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\ETHUSD_M30_20000.csv
EURUSD,EURUSD,EURUSD,EURUSD_H1_20000,H1,recent_liquidity_sweep,both,all,trailing_defensive,14,42.86,1.7712,0.1147,0.003994,54,44.44,1.089,0.0155,0.0129,0.4819,-0.000387,0.022172,1.0079,0.9668,forex,5,1e-05,1e-05,12.0,0.00012,0.0,1.8,18.0,24.0,medium,default_instrument_model,0.6237,True,False,False,observation_only,recent_sample_below_20;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,-36.4634,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\EURUSD_H1_20000.csv
BTCUSD,BTCUSD,BTCUSD,BTCUSD_M30_20000,M30,recent_session_open_continuation,both,all,baseline,18,44.44,1.5982,0.1377,852.823713,58,43.1,1.2808,0.0158,3333.459199,0.6741,-64.569499,5023.162279,1.2454,1.2344,crypto,2,0.01,0.01,1497.61476,14.9761476,0.0,299.522952,2246.42214,2995.22952,medium,default_instrument_model,0.8724,True,False,False,observation_only,recent_sample_below_20;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;monte_carlo_p95_drawdown_above_5000;remove_best_5_pf_below_1;fragile_regime_dependency,-46.647,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\BTCUSD_M30_20000.csv
BTCUSD,BTCUSD,BTCUSD,BTCUSD_M30_20000,M30,recent_session_open_continuation,both,all,fast_loss_cut,18,44.44,1.5982,0.1377,852.823713,58,43.1,1.2808,0.0158,3333.459199,0.6741,-64.569499,5023.162279,1.2454,1.2344,crypto,2,0.01,0.01,1497.61476,14.9761476,0.0,299.522952,2246.42214,2995.22952,medium,default_instrument_model,0.8724,True,False,False,observation_only,recent_sample_below_20;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;monte_carlo_p95_drawdown_above_5000;remove_best_5_pf_below_1;fragile_regime_dependency,-46.647,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\BTCUSD_M30_20000.csv
ETHUSD,ETHUSD,ETHUSD,ETHUSD_M30_20000,M30,recent_liquidity_sweep,both,all,mae_guard,14,64.29,2.7797,0.284,22.458163,47,46.81,1.0417,0.0494,92.819321,0.546,-3.079429,200.096071,1.0316,0.9866,crypto,2,0.01,0.01,50.0,0.5,0.0,10.0,75.0,100.0,medium,default_instrument_model,0.6352,True,True,False,reject,recent_sample_below_20;total_sample_below_50;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency;single_trade_dependency,-49.7459,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\ETHUSD_M30_20000.csv
GBPUSD,GBPUSD,GBPUSD,GBPUSD_M15_20000,M15,recent_liquidity_sweep,both,all,baseline,12,58.33,1.5283,0.0657,0.002536,53,50.94,1.2164,0.0212,0.005006,0.4959,-0.00024,0.013878,1.1594,1.1041,forex,5,1e-05,1e-05,12.0,0.00012,0.0,1.8,18.0,24.0,medium,default_instrument_model,0.6417,True,False,False,observation_only,recent_sample_below_20;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,-51.2732,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\GBPUSD_M15_20000.csv
GBPUSD,GBPUSD,GBPUSD,GBPUSD_M15_20000,M15,recent_liquidity_sweep,both,all,mae_guard,12,58.33,1.5283,0.0657,0.002536,53,50.94,1.2164,0.0212,0.005006,0.4959,-0.00024,0.013878,1.1594,1.1041,forex,5,1e-05,1e-05,12.0,0.00012,0.0,1.8,18.0,24.0,medium,default_instrument_model,0.6417,True,False,False,observation_only,recent_sample_below_20;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,-51.2732,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\GBPUSD_M15_20000.csv
GBPUSD,GBPUSD,GBPUSD,GBPUSD_M15_20000,M15,recent_liquidity_sweep,both,all,fast_loss_cut,12,58.33,1.5283,0.0657,0.002536,53,50.94,1.2164,0.0212,0.005006,0.4959,-0.00024,0.013878,1.1594,1.1041,forex,5,1e-05,1e-05,12.0,0.00012,0.0,1.8,18.0,24.0,medium,default_instrument_model,0.6417,True,False,False,observation_only,recent_sample_below_20;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,-51.2732,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\GBPUSD_M15_20000.csv
GBPUSD,GBPUSD,GBPUSD,GBPUSD_M15_20000,M15,recent_liquidity_sweep,both,all,trailing_defensive,12,58.33,1.5283,0.0657,0.002536,53,50.94,1.2164,0.0212,0.005006,0.4959,-0.00024,0.013878,1.1594,1.1041,forex,5,1e-05,1e-05,12.0,0.00012,0.0,1.8,18.0,24.0,medium,default_instrument_model,0.6417,True,False,False,observation_only,recent_sample_below_20;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,-51.2732,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\GBPUSD_M15_20000.csv
BTCUSD,BTCUSD,BTCUSD,BTCUSD_M30_20000,M30,recent_session_open_continuation,both,all,mae_guard,18,44.44,1.5982,0.1377,852.823713,58,41.38,1.2495,0.0044,3222.462591,0.6529,-69.432072,5123.444705,1.2151,1.2043,crypto,2,0.01,0.01,1497.61476,14.9761476,0.0,299.522952,2246.42214,2995.22952,medium,default_instrument_model,0.845,True,False,False,observation_only,recent_sample_below_20;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;monte_carlo_p95_drawdown_above_5000;remove_best_5_pf_below_1;fragile_regime_dependency,-55.5823,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\BTCUSD_M30_20000.csv
EURUSD,EURUSD,EURUSD,EURUSD_H1_20000,H1,recent_liquidity_sweep,both,all,baseline,14,42.86,1.7712,0.1147,0.003994,54,42.59,1.07,0.012,0.0129,0.4722,-0.0004,0.022172,0.9897,0.9488,forex,5,1e-05,1e-05,12.0,0.00012,0.0,1.8,18.0,24.0,medium,default_instrument_model,0.611,True,False,False,observation_only,recent_sample_below_20;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-64.5584,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\EURUSD_H1_20000.csv
EURUSD,EURUSD,EURUSD,EURUSD_H1_20000,H1,recent_liquidity_sweep,both,all,mae_guard,14,42.86,1.7712,0.1147,0.003994,54,42.59,1.07,0.012,0.0129,0.4722,-0.0004,0.022172,0.9897,0.9488,forex,5,1e-05,1e-05,12.0,0.00012,0.0,1.8,18.0,24.0,medium,default_instrument_model,0.611,True,False,False,observation_only,recent_sample_below_20;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-64.5584,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\EURUSD_H1_20000.csv
EURUSD,EURUSD,EURUSD,EURUSD_H1_20000,H1,recent_liquidity_sweep,both,all,fast_loss_cut,14,42.86,1.7712,0.1147,0.003994,54,42.59,1.07,0.012,0.0129,0.4722,-0.0004,0.022172,0.9897,0.9488,forex,5,1e-05,1e-05,12.0,0.00012,0.0,1.8,18.0,24.0,medium,default_instrument_model,0.611,True,False,False,observation_only,recent_sample_below_20;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-64.5584,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\EURUSD_H1_20000.csv
ETHUSD,ETHUSD,ETHUSD,ETHUSD_M15_20000,M15,recent_liquidity_sweep,both,all,trailing_defensive,17,41.18,0.852,-0.0626,23.557508,69,52.17,1.2416,0.0233,40.404815,0.655,-1.403726,127.961312,1.2202,1.1666,crypto,2,0.01,0.01,70.8057,0.708057,0.0,14.16114,106.20855,141.6114,medium,default_instrument_model,0.8477,True,False,False,reject,recent_sample_below_20;recent_pf_below_1_15;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,-67.2805,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\ETHUSD_M15_20000.csv
ETHUSD,ETHUSD,ETHUSD,ETHUSD_M15_20000,M15,recent_liquidity_sweep,both,all,baseline,17,41.18,0.852,-0.0626,23.557508,69,49.28,1.1951,0.0154,42.647878,0.6291,-1.560522,132.447438,1.1731,1.1325,crypto,2,0.01,0.01,70.8057,0.708057,0.0,14.16114,106.20855,141.6114,medium,default_instrument_model,0.8142,True,False,False,reject,recent_sample_below_20;recent_pf_below_1_15;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,-78.5613,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\ETHUSD_M15_20000.csv
ETHUSD,ETHUSD,ETHUSD,ETHUSD_M15_20000,M15,recent_liquidity_sweep,both,all,mae_guard,17,41.18,0.852,-0.0626,23.557508,69,49.28,1.1951,0.0154,42.647878,0.6291,-1.560522,132.447438,1.1731,1.1325,crypto,2,0.01,0.01,70.8057,0.708057,0.0,14.16114,106.20855,141.6114,medium,default_instrument_model,0.8142,True,False,False,reject,recent_sample_below_20;recent_pf_below_1_15;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,-78.5613,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\ETHUSD_M15_20000.csv
ETHUSD,ETHUSD,ETHUSD,ETHUSD_M15_20000,M15,recent_liquidity_sweep,both,all,fast_loss_cut,17,41.18,0.852,-0.0626,23.557508,69,49.28,1.1951,0.0154,42.647878,0.6291,-1.560522,132.447438,1.1731,1.1325,crypto,2,0.01,0.01,70.8057,0.708057,0.0,14.16114,106.20855,141.6114,medium,default_instrument_model,0.8142,True,False,False,reject,recent_sample_below_20;recent_pf_below_1_15;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency,-78.5613,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\ETHUSD_M15_20000.csv
ETHUSD,ETHUSD,ETHUSD,ETHUSD_M30_20000,M30,recent_volatility_breakout,both,all,baseline,5,20.0,0.082,-0.4897,50.733571,61,49.18,1.69,0.1639,96.493642,0.9348,-0.630758,198.624892,1.3995,1.4182,crypto,2,0.01,0.01,50.0,0.5,0.0,10.0,75.0,100.0,medium,default_instrument_model,1.2098,True,False,False,reject,recent_sample_below_20;recent_pf_below_1_15;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;fragile_regime_dependency,-81.6285,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\ETHUSD_M30_20000.csv
BTCUSD,BTCUSD,BTCUSD,BTCUSD_H1_20000,H1,recent_liquidity_sweep,both,all,baseline,20,50.0,2.0688,0.1674,779.744166,50,38.0,0.8824,-0.0835,3957.981825,0.368,-116.544345,5703.279694,0.8796,0.8768,crypto,2,0.01,0.01,495.23148,4.9523148,0.0,99.046296,742.84722,990.46296,medium,default_instrument_model,0.4762,True,False,False,reject,total_pf_below_1_15;total_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;monte_carlo_p95_drawdown_above_5000;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-93.7389,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\BTCUSD_H1_20000.csv
BTCUSD,BTCUSD,BTCUSD,BTCUSD_H1_20000,H1,recent_liquidity_sweep,both,all,mae_guard,20,50.0,2.0688,0.1674,779.744166,50,38.0,0.8824,-0.0835,3957.981825,0.368,-116.544345,5703.279694,0.8796,0.8768,crypto,2,0.01,0.01,495.23148,4.9523148,0.0,99.046296,742.84722,990.46296,medium,default_instrument_model,0.4762,True,False,False,reject,total_pf_below_1_15;total_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;monte_carlo_p95_drawdown_above_5000;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-93.7389,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\BTCUSD_H1_20000.csv
BTCUSD,BTCUSD,BTCUSD,BTCUSD_H1_20000,H1,recent_liquidity_sweep,both,all,fast_loss_cut,20,50.0,2.0688,0.1674,779.744166,50,38.0,0.8824,-0.0835,3957.981825,0.368,-116.544345,5703.279694,0.8796,0.8768,crypto,2,0.01,0.01,495.23148,4.9523148,0.0,99.046296,742.84722,990.46296,medium,default_instrument_model,0.4762,True,False,False,reject,total_pf_below_1_15;total_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;monte_carlo_p95_drawdown_above_5000;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-93.7389,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\BTCUSD_H1_20000.csv
BTCUSD,BTCUSD,BTCUSD,BTCUSD_H1_20000,H1,recent_liquidity_sweep,both,all,trailing_defensive,20,50.0,2.0688,0.1674,779.744166,50,38.0,0.8824,-0.0835,3957.981825,0.368,-116.544345,5703.279694,0.8796,0.8768,crypto,2,0.01,0.01,495.23148,4.9523148,0.0,99.046296,742.84722,990.46296,medium,default_instrument_model,0.4762,True,False,False,reject,total_pf_below_1_15;total_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;monte_carlo_p95_drawdown_above_5000;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-93.7389,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\BTCUSD_H1_20000.csv
BTCUSD,BTCUSD,BTCUSD,BTCUSD_M30_20000,M30,recent_session_open_continuation,both,all,trailing_defensive,19,52.63,1.37,0.1109,808.060409,59,45.76,1.2252,0.0092,3333.459199,0.6463,-72.242481,5983.832332,1.158,1.1487,crypto,2,0.01,0.01,1497.61476,14.9761476,0.0,299.522952,2246.42214,2995.22952,medium,default_instrument_model,0.8364,True,False,False,observation_only,recent_sample_below_20;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;monte_carlo_p95_drawdown_above_5000;remove_best_5_pf_below_1;fragile_regime_dependency,-94.3521,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\BTCUSD_M30_20000.csv
ETHUSD,ETHUSD,ETHUSD,ETHUSD_M30_20000,M30,recent_volatility_breakout,both,all,fast_loss_cut,5,20.0,0.082,-0.4897,50.733571,62,48.39,1.5722,0.1508,96.493642,0.8697,-1.331963,227.769642,1.4253,1.4182,crypto,2,0.01,0.01,50.0,0.5,0.0,10.0,75.0,100.0,medium,default_instrument_model,1.1255,True,False,False,reject,recent_sample_below_20;recent_pf_below_1_15;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;fragile_regime_dependency,-97.7994,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\ETHUSD_M30_20000.csv
XAUUSD,XAUUSD,XAUUSD.B,XAUUSD_M15_20000,M15,recent_session_open_continuation,both,all,mae_guard,17,58.82,1.704,0.1872,89.845714,35,45.71,1.3604,0.0616,106.160714,0.6695,-2.620178,204.14379,1.3545,1.3487,metal,2,0.01,0.01,25.0,0.25,0.0,5.0,37.5,50.0,medium,default_instrument_model,0.6391,True,True,False,reject,recent_sample_below_20;total_sample_below_50;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency;single_trade_dependency,-115.3657,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\XAUUSD.b_M15_20000.csv
NAS100,NAS100,USTEC.B,NAS100_H1_20000,H1,recent_liquidity_sweep,both,all,trailing_defensive,23,43.48,1.2268,0.0737,199.027288,72,47.22,1.0834,0.0074,355.975949,0.6441,-10.590862,988.849081,1.0766,1.0699,index,1,0.1,0.1,15.0,1.5,0.0,3.0,22.5,30.0,medium,default_instrument_model,0.8335,True,True,False,observation_only,total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;remove_best_5_pf_below_1;fragile_regime_dependency;single_trade_dependency,-135.8206,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\USTEC.b_H1_20000.csv
GBPUSD,GBPUSD,GBPUSD,GBPUSD_M30_20000,M30,recent_session_open_continuation,both,all,baseline,1,100.0,0.0044,1.0955,0.0,3,66.67,1.4207,0.1258,0.003867,1.0978,0.000139,0.007734,1.1218,1.1136,forex,5,1e-05,1e-05,12.0,0.00012,0.0,1.8,18.0,24.0,medium,default_instrument_model,0.0,True,False,False,reject,recent_sample_below_20;total_sample_below_50;recent_pf_below_1_15;remove_best_5_pf_below_1;fragile_regime_dependency,-138.2191,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\GBPUSD_M30_20000.csv
GBPUSD,GBPUSD,GBPUSD,GBPUSD_M30_20000,M30,recent_session_open_continuation,both,all,mae_guard,1,100.0,0.0044,1.0955,0.0,3,66.67,1.4207,0.1258,0.003867,1.0978,0.000139,0.007734,1.1218,1.1136,forex,5,1e-05,1e-05,12.0,0.00012,0.0,1.8,18.0,24.0,medium,default_instrument_model,0.0,True,False,False,reject,recent_sample_below_20;total_sample_below_50;recent_pf_below_1_15;remove_best_5_pf_below_1;fragile_regime_dependency,-138.2191,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\GBPUSD_M30_20000.csv
GBPUSD,GBPUSD,GBPUSD,GBPUSD_M30_20000,M30,recent_session_open_continuation,both,all,fast_loss_cut,1,100.0,0.0044,1.0955,0.0,3,66.67,1.4207,0.1258,0.003867,1.0978,0.000139,0.007734,1.1218,1.1136,forex,5,1e-05,1e-05,12.0,0.00012,0.0,1.8,18.0,24.0,medium,default_instrument_model,0.0,True,False,False,reject,recent_sample_below_20;total_sample_below_50;recent_pf_below_1_15;remove_best_5_pf_below_1;fragile_regime_dependency,-138.2191,C:\Users\Eduardo\Desktop\GenesisBot_repo_git\data\backtests\multisymbol\GBPUSD_M30_20000.csv
