symbol,sample_label,timeframe,family,side,session,hardening_mode,recent_closed,recent_win_rate,recent_pf,recent_expectancy,recent_max_drawdown,total_closed,total_win_rate,total_pf,total_expectancy,total_max_drawdown,monte_carlo_stressed_pf,monte_carlo_stressed_expectancy,monte_carlo_p95_drawdown,spread_x1_5_pf,spread_x2_pf,remove_best_5_pf,fragile_regime_dependency,single_trade_dependency,candidate,recommendation,rejection_reasons,multi_symbol_score,source_csv
ETHUSD,ETHUSD_M30_20000,M30,recent_volatility_breakout,both,all,trailing_defensive,28,53.57,1.1678,0.1006,53.887928,85,52.94,1.6183,0.1791,94.089964,0.9602,-0.345209,231.989856,1.615,0.0,1.2426,False,False,False,observation_only,monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95,299.0888,data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD_M15_20000,M15,recent_session_open_continuation,both,all,baseline,17,47.06,1.7429,0.1906,17.52909,63,49.21,1.677,0.1838,53.534287,0.9396,-0.27039,100.655935,1.6694,0.0,1.2159,True,False,False,observation_only,recent_sample_below_20;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;fragile_regime_dependency,169.8528,data\backtests\multisymbol\ETHUSD_M15_20000.csv
BTCUSD,BTCUSD_M30_20000,M30,recent_liquidity_sweep,both,all,trailing_defensive,15,73.33,2.4182,0.2828,775.780714,49,55.1,1.475,0.1025,1870.870645,0.7836,-26.246885,3211.556196,0.0,0.0,0.9298,True,False,False,observation_only,recent_sample_below_20;total_sample_below_50;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,32.6691,data\backtests\multisymbol\BTCUSD_M30_20000.csv
BTCUSD,BTCUSD_M30_20000,M30,recent_liquidity_sweep,both,all,mae_guard,15,66.67,2.3374,0.273,775.780714,48,52.08,1.5199,0.1023,1870.870645,0.7881,-24.232434,2788.75012,0.0,0.0,0.9285,True,False,False,observation_only,recent_sample_below_20;total_sample_below_50;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,25.0419,data\backtests\multisymbol\BTCUSD_M30_20000.csv
BTCUSD,BTCUSD_M30_20000,M30,recent_liquidity_sweep,both,all,baseline,15,66.67,2.3374,0.273,775.780714,49,53.06,1.4616,0.0995,1870.870645,0.7757,-27.401718,3211.556196,0.0,0.0,0.92,True,False,False,observation_only,recent_sample_below_20;total_sample_below_50;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,20.5031,data\backtests\multisymbol\BTCUSD_M30_20000.csv
BTCUSD,BTCUSD_M30_20000,M30,recent_liquidity_sweep,both,all,fast_loss_cut,15,66.67,2.3374,0.273,775.780714,49,53.06,1.4616,0.0995,1870.870645,0.7757,-27.401718,3211.556196,0.0,0.0,0.92,True,False,False,observation_only,recent_sample_below_20;total_sample_below_50;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,20.5031,data\backtests\multisymbol\BTCUSD_M30_20000.csv
ETHUSD,ETHUSD_H1_20000,H1,recent_range_reversion,both,all,mae_guard,8,50.0,1.6952,0.1244,26.879286,45,48.89,1.2453,0.0734,163.04,0.579,-3.884035,262.752456,1.2427,0.0,0.6412,False,False,False,reject,recent_sample_below_20;total_sample_below_50;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1,17.6107,data\backtests\multisymbol\ETHUSD_H1_20000.csv
ETHUSD,ETHUSD_H1_20000,H1,recent_range_reversion,both,all,baseline,8,50.0,1.6952,0.1244,26.879286,45,46.67,1.1893,0.0464,163.04,0.5526,-4.318132,284.568132,1.187,0.0,0.6119,False,False,False,reject,recent_sample_below_20;total_sample_below_50;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1,4.1493,data\backtests\multisymbol\ETHUSD_H1_20000.csv
ETHUSD,ETHUSD_H1_20000,H1,recent_range_reversion,both,all,fast_loss_cut,8,50.0,1.6952,0.1244,26.879286,45,46.67,1.1893,0.0464,163.04,0.5526,-4.318132,284.568132,1.187,0.0,0.6119,False,False,False,reject,recent_sample_below_20;total_sample_below_50;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1,4.1493,data\backtests\multisymbol\ETHUSD_H1_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_liquidity_sweep,both,all,trailing_defensive,14,64.29,2.8828,0.2978,21.998643,50,48.0,1.0517,0.0377,93.554714,0.5002,-3.271963,199.13775,1.0478,0.0,0.6473,True,True,False,observation_only,recent_sample_below_20;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency;single_trade_dependency,-25.247,data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_liquidity_sweep,both,all,baseline,14,64.29,2.8828,0.2978,21.998643,50,46.0,1.029,0.0331,99.487178,0.488,-3.409798,209.656426,1.0251,0.0,0.6315,True,True,False,reject,recent_sample_below_20;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency;single_trade_dependency,-29.541,data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_liquidity_sweep,both,all,fast_loss_cut,14,64.29,2.8828,0.2978,21.998643,50,46.0,1.029,0.0331,99.487178,0.488,-3.409798,209.656426,1.0251,0.0,0.6315,True,True,False,reject,recent_sample_below_20;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency;single_trade_dependency,-29.541,data\backtests\multisymbol\ETHUSD_M30_20000.csv
BTCUSD,BTCUSD_M30_20000,M30,recent_session_open_continuation,both,all,baseline,16,50.0,2.0068,0.2386,768.203571,56,44.64,1.3918,0.0502,3233.994001,0.735,-50.766928,4633.517986,0.0,0.0,0.9512,True,False,False,observation_only,recent_sample_below_20;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-37.6215,data\backtests\multisymbol\BTCUSD_M30_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_failed_breakout_reversal,both,all,trailing_defensive,13,61.54,2.3268,0.2477,21.998643,47,44.68,0.805,-0.0205,140.765357,0.4001,-4.11793,233.642109,0.8018,0.0,0.4623,True,False,False,reject,recent_sample_below_20;total_sample_below_50;total_pf_below_1_15;total_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-38.7909,data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_failed_breakout_reversal,both,all,baseline,13,61.54,2.3268,0.2477,21.998643,47,42.55,0.7866,-0.0254,146.697821,0.3896,-4.262176,242.100537,0.7834,0.0,0.4497,True,False,False,reject,recent_sample_below_20;total_sample_below_50;total_pf_below_1_15;total_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-38.964,data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_failed_breakout_reversal,both,all,fast_loss_cut,13,61.54,2.3268,0.2477,21.998643,47,42.55,0.7866,-0.0254,146.697821,0.3896,-4.262176,242.100537,0.7834,0.0,0.4497,True,False,False,reject,recent_sample_below_20;total_sample_below_50;total_pf_below_1_15;total_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-38.964,data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_failed_breakout_reversal,both,all,mae_guard,13,61.54,2.3268,0.2477,21.998643,44,43.18,0.8198,0.0004,135.489964,0.4051,-4.268561,213.2175,0.8166,0.0,0.4673,True,False,False,reject,recent_sample_below_20;total_sample_below_50;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-40.8136,data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD_H1_20000,H1,recent_momentum_pullback,both,all,baseline,21,52.38,1.6111,0.2251,75.216429,44,34.09,0.9597,-0.011,227.565387,0.4226,-7.262512,343.409388,0.9579,0.0,0.4668,True,False,False,reject,total_sample_below_50;total_pf_below_1_15;total_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-41.0139,data\backtests\multisymbol\ETHUSD_H1_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_liquidity_sweep,both,all,mae_guard,14,64.29,2.8828,0.2978,21.998643,47,46.81,1.0734,0.061,88.279321,0.5646,-2.900464,195.677893,1.0696,0.0,0.6576,True,True,False,observation_only,recent_sample_below_20;total_sample_below_50;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency;single_trade_dependency,-43.8333,data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_range_reversion,both,all,trailing_defensive,12,58.33,1.8355,0.2314,23.195,57,47.37,0.9946,0.0492,94.948785,0.4706,-3.325362,223.614419,0.9904,0.0,0.6091,True,False,False,reject,recent_sample_below_20;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-48.5966,data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_range_reversion,both,all,baseline,12,58.33,1.8355,0.2314,23.195,57,45.61,0.975,0.0452,94.948785,0.4601,-3.444643,225.988105,0.9708,0.0,0.5954,True,False,False,reject,recent_sample_below_20;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-49.423,data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_range_reversion,both,all,fast_loss_cut,12,58.33,1.8355,0.2314,23.195,57,45.61,0.975,0.0452,94.948785,0.4601,-3.444643,225.988105,0.9708,0.0,0.5954,True,False,False,reject,recent_sample_below_20;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-49.423,data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD_M15_20000,M15,recent_range_reversion,both,all,baseline,17,47.06,1.0706,0.0395,23.274286,64,54.69,1.2454,0.0869,32.230715,0.6597,-1.284723,112.112809,1.2362,0.0,0.8537,True,False,False,observation_only,recent_sample_below_20;recent_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-59.0534,data\backtests\multisymbol\ETHUSD_M15_20000.csv
ETHUSD,ETHUSD_M15_20000,M15,recent_range_reversion,both,all,mae_guard,17,47.06,1.0706,0.0395,23.274286,64,54.69,1.2454,0.0869,32.230715,0.6597,-1.284723,112.112809,1.2362,0.0,0.8537,True,False,False,observation_only,recent_sample_below_20;recent_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-59.0534,data\backtests\multisymbol\ETHUSD_M15_20000.csv
ETHUSD,ETHUSD_M15_20000,M15,recent_range_reversion,both,all,fast_loss_cut,17,47.06,1.0706,0.0395,23.274286,64,54.69,1.2454,0.0869,32.230715,0.6597,-1.284723,112.112809,1.2362,0.0,0.8537,True,False,False,observation_only,recent_sample_below_20;recent_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-59.0534,data\backtests\multisymbol\ETHUSD_M15_20000.csv
ETHUSD,ETHUSD_M15_20000,M15,recent_liquidity_sweep,both,all,trailing_defensive,17,41.18,0.9331,-0.0264,23.274286,80,53.75,1.3696,0.0659,32.760715,0.7533,-0.861174,118.925882,1.3599,0.0,0.9749,True,False,False,reject,recent_sample_below_20;recent_pf_below_1_15;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-62.5132,data\backtests\multisymbol\ETHUSD_M15_20000.csv
ETHUSD,ETHUSD_M15_20000,M15,recent_range_reversion,both,all,trailing_defensive,17,47.06,1.0706,0.0395,23.274286,65,56.92,1.2146,0.0801,32.767822,0.6444,-1.358039,124.363643,1.2064,0.0,0.8339,True,False,False,observation_only,recent_sample_below_20;recent_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-63.9987,data\backtests\multisymbol\ETHUSD_M15_20000.csv
BTCUSD,BTCUSD_M15_20000,M15,recent_session_open_continuation,both,all,baseline,20,55.0,1.2996,0.0825,407.349345,52,50.0,1.2538,0.0636,1722.727813,0.6164,-46.340355,3173.273631,0.0,0.0,0.7977,True,False,False,observation_only,monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-66.7323,data\backtests\multisymbol\BTCUSD_M15_20000.csv
ETHUSD,ETHUSD_M15_20000,M15,recent_failed_breakout_reversal,both,all,trailing_defensive,16,43.75,1.0778,0.0402,23.274286,70,51.43,1.2649,0.0497,32.760715,0.6562,-1.188715,115.219299,1.2549,0.0,0.8492,True,False,False,observation_only,recent_sample_below_20;recent_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-69.159,data\backtests\multisymbol\ETHUSD_M15_20000.csv
ETHUSD,ETHUSD_M15_20000,M15,recent_failed_breakout_reversal,both,all,baseline,16,43.75,1.0778,0.0402,23.274286,69,49.28,1.2448,0.045,32.760715,0.6447,-1.26363,118.535858,1.2347,0.0,0.8343,True,False,False,observation_only,recent_sample_below_20;recent_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-73.7569,data\backtests\multisymbol\ETHUSD_M15_20000.csv
ETHUSD,ETHUSD_M15_20000,M15,recent_failed_breakout_reversal,both,all,mae_guard,16,43.75,1.0778,0.0402,23.274286,69,49.28,1.2448,0.045,32.760715,0.6447,-1.26363,118.535858,1.2347,0.0,0.8343,True,False,False,observation_only,recent_sample_below_20;recent_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-73.7569,data\backtests\multisymbol\ETHUSD_M15_20000.csv
ETHUSD,ETHUSD_M15_20000,M15,recent_failed_breakout_reversal,both,all,fast_loss_cut,16,43.75,1.0778,0.0402,23.274286,69,49.28,1.2448,0.045,32.760715,0.6447,-1.26363,118.535858,1.2347,0.0,0.8343,True,False,False,observation_only,recent_sample_below_20;recent_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-73.7569,data\backtests\multisymbol\ETHUSD_M15_20000.csv
ETHUSD,ETHUSD_M15_20000,M15,recent_liquidity_sweep,both,all,baseline,17,41.18,0.9331,-0.0264,23.274286,80,50.0,1.3063,0.0541,32.760715,0.7167,-1.03066,125.500541,1.2965,0.0,0.9274,True,False,False,reject,recent_sample_below_20;recent_pf_below_1_15;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-73.8153,data\backtests\multisymbol\ETHUSD_M15_20000.csv
ETHUSD,ETHUSD_M15_20000,M15,recent_liquidity_sweep,both,all,fast_loss_cut,17,41.18,0.9331,-0.0264,23.274286,80,50.0,1.3063,0.0541,32.760715,0.7167,-1.03066,125.500541,1.2965,0.0,0.9274,True,False,False,reject,recent_sample_below_20;recent_pf_below_1_15;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-73.8153,data\backtests\multisymbol\ETHUSD_M15_20000.csv
ETHUSD,ETHUSD_M15_20000,M15,recent_liquidity_sweep,both,all,mae_guard,17,41.18,0.9331,-0.0264,23.274286,80,50.0,1.3004,0.0511,32.760715,0.7121,-1.047206,125.500541,1.2907,0.0,0.9216,True,False,False,reject,recent_sample_below_20;recent_pf_below_1_15;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-75.2343,data\backtests\multisymbol\ETHUSD_M15_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_momentum_pullback,both,all,trailing_defensive,11,36.36,1.3847,-0.055,31.257143,65,44.62,1.497,0.0351,91.984466,0.7691,-1.608201,175.537017,1.4923,0.0,0.9953,True,False,False,reject,recent_sample_below_20;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-79.4359,data\backtests\multisymbol\ETHUSD_M30_20000.csv
BTCUSD,BTCUSD_H1_20000,H1,recent_liquidity_sweep,both,all,baseline,20,50.0,2.0991,0.1721,771.08,50,38.0,0.9012,-0.0646,3833.273735,0.3766,-113.001014,5838.015795,0.0,0.0,0.4873,True,False,False,reject,total_pf_below_1_15;total_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;monte_carlo_p95_drawdown_above_5000;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-89.3212,data\backtests\multisymbol\BTCUSD_H1_20000.csv
BTCUSD,BTCUSD_H1_20000,H1,recent_liquidity_sweep,both,all,mae_guard,20,50.0,2.0991,0.1721,771.08,50,38.0,0.9012,-0.0646,3833.273735,0.3766,-113.001014,5838.015795,0.0,0.0,0.4873,True,False,False,reject,total_pf_below_1_15;total_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;monte_carlo_p95_drawdown_above_5000;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-89.3212,data\backtests\multisymbol\BTCUSD_H1_20000.csv
BTCUSD,BTCUSD_H1_20000,H1,recent_liquidity_sweep,both,all,fast_loss_cut,20,50.0,2.0991,0.1721,771.08,50,38.0,0.9012,-0.0646,3833.273735,0.3766,-113.001014,5838.015795,0.0,0.0,0.4873,True,False,False,reject,total_pf_below_1_15;total_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;monte_carlo_p95_drawdown_above_5000;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-89.3212,data\backtests\multisymbol\BTCUSD_H1_20000.csv
BTCUSD,BTCUSD_H1_20000,H1,recent_liquidity_sweep,both,all,trailing_defensive,20,50.0,2.0991,0.1721,771.08,50,38.0,0.9012,-0.0646,3833.273735,0.3766,-113.001014,5838.015795,0.0,0.0,0.4873,True,False,False,reject,total_pf_below_1_15;total_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;monte_carlo_p95_drawdown_above_5000;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-89.3212,data\backtests\multisymbol\BTCUSD_H1_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_session_open_continuation,both,all,baseline,18,33.33,0.911,-0.0117,28.257215,51,47.06,1.1993,0.0654,112.17,0.561,-3.649382,240.067,1.1959,0.0,0.726,True,False,False,reject,recent_sample_below_20;recent_pf_below_1_15;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-100.619,data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_momentum_pullback,both,all,mae_guard,11,27.27,1.2595,-0.0718,31.257143,65,41.54,1.4408,0.0263,101.242287,0.7383,-1.884174,179.263928,1.4361,0.0,0.9554,True,False,False,reject,recent_sample_below_20;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-101.7487,data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_momentum_pullback,both,all,fast_loss_cut,11,27.27,1.2557,-0.0728,31.257143,65,41.54,1.44,0.0262,101.242287,0.7379,-1.887841,179.263928,1.4354,0.0,0.9549,True,False,False,reject,recent_sample_below_20;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-102.2537,data\backtests\multisymbol\ETHUSD_M30_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_volatility_breakout,both,all,baseline,5,20.0,0.0884,-0.48,50.013571,61,49.18,1.7202,0.1704,94.089964,0.9525,-0.453822,209.380857,1.7165,0.0,1.2326,True,False,False,reject,recent_sample_below_20;recent_pf_below_1_15;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;fragile_regime_dependency,-108.198,data\backtests\multisymbol\ETHUSD_M30_20000.csv
BTCUSD,BTCUSD_H1_20000,H1,recent_failed_breakout_reversal,both,all,mae_guard,19,63.16,2.7597,0.2957,762.585,47,44.68,1.0772,0.005,3153.779449,0.5191,-77.750481,4550.26591,0.0,0.0,0.5917,True,True,False,observation_only,recent_sample_below_20;total_sample_below_50;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency;single_trade_dependency,-118.7529,data\backtests\multisymbol\BTCUSD_H1_20000.csv
ETHUSD,ETHUSD_H1_20000,H1,recent_range_reversion,both,all,trailing_defensive,8,50.0,1.6952,0.1244,26.879286,51,47.06,1.0978,0.0104,188.940179,0.4542,-5.315541,311.696383,1.0958,0.0,0.5878,True,False,False,reject,recent_sample_below_20;total_pf_below_1_15;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-123.6865,data\backtests\multisymbol\ETHUSD_H1_20000.csv
ETHUSD,ETHUSD_M30_20000,M30,recent_volatility_breakout,both,all,fast_loss_cut,5,20.0,0.0884,-0.48,50.013571,62,48.39,1.5992,0.1573,94.089964,0.8855,-1.156201,238.334999,1.5959,0.0,1.1459,True,False,False,reject,recent_sample_below_20;recent_pf_below_1_15;recent_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x2_pf_below_0_95;fragile_regime_dependency,-135.0547,data\backtests\multisymbol\ETHUSD_M30_20000.csv
BTCUSD,BTCUSD_M15_20000,M15,recent_liquidity_sweep,both,all,trailing_defensive,18,55.56,1.4385,0.1189,307.626485,56,48.21,0.802,-0.0584,1729.750455,0.3835,-67.536244,3979.548169,0.0,0.0,0.4963,True,False,False,reject,recent_sample_below_20;total_pf_below_1_15;total_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-137.7165,data\backtests\multisymbol\BTCUSD_M15_20000.csv
BTCUSD,BTCUSD_M15_20000,M15,recent_failed_breakout_reversal,both,all,trailing_defensive,15,60.0,1.6625,0.159,307.626485,53,49.06,0.8066,-0.0572,1729.750455,0.3762,-69.435431,3956.218664,0.0,0.0,0.4868,True,False,False,reject,recent_sample_below_20;total_pf_below_1_15;total_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-140.0313,data\backtests\multisymbol\BTCUSD_M15_20000.csv
BTCUSD,BTCUSD_M15_20000,M15,recent_liquidity_sweep,both,all,baseline,18,55.56,1.4385,0.1189,307.626485,56,44.64,0.7856,-0.065,1828.350381,0.374,-69.523645,4102.839985,0.0,0.0,0.484,True,False,False,reject,recent_sample_below_20;total_pf_below_1_15;total_expectancy_not_positive;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative;spread_x1_5_pf_below_1;spread_x2_pf_below_0_95;remove_best_5_pf_below_1;fragile_regime_dependency,-140.4011,data\backtests\multisymbol\BTCUSD_M15_20000.csv
