time,open,high,low,close,volume
2025-07-16T14:30:00+00:00,6240.7,6240.7,6236.1,6237.9,257
2025-07-16T14:45:00+00:00,6237.7,6242.4,6237.7,6242.4,154
2025-07-16T15:00:00+00:00,6242.7,6245.4,6240.2,6244.4,212
2025-07-16T15:15:00+00:00,6244.1,6246.4,6243.4,6244.9,226
2025-07-16T15:30:00+00:00,6245.7,6258.6,6245.7,6255.2,1123
2025-07-16T15:45:00+00:00,6254.8,6259.4,6254.7,6256.4,366
2025-07-16T16:00:00+00:00,6256.6,6256.7,6253.4,6254.6,349
2025-07-16T16:15:00+00:00,6254.9,6257.9,6253.6,6257.4,262
2025-07-16T16:30:00+00:00,6256.9,6260.9,6250.4,6251.4,1525
2025-07-16T16:45:00+00:00,6251.1,6252.1,6240.1,6241.0,1179
2025-07-16T17:00:00+00:00,6241.4,6248.4,6237.1,6242.9,1080
2025-07-16T17:15:00+00:00,6242.6,6249.2,6241.1,6245.6,828
2025-07-16T17:30:00+00:00,6245.4,6250.9,6240.9,6245.4,801
2025-07-16T17:45:00+00:00,6245.7,6254.7,6236.1,6242.6,1412
2025-07-16T18:00:00+00:00,6243.3,6254.6,6241.3,6254.1,1202
2025-07-16T18:15:00+00:00,6254.4,6254.4,6215.1,6233.9,2886
2025-07-16T18:30:00+00:00,6234.3,6234.6,6201.1,6224.6,2810
2025-07-16T18:45:00+00:00,6225.3,6246.3,6220.4,6240.4,2572
2025-07-16T19:00:00+00:00,6240.8,6243.4,6233.1,6236.4,2025
2025-07-16T19:15:00+00:00,6236.1,6240.1,6231.1,6237.6,1146
2025-07-16T19:30:00+00:00,6237.4,6244.2,6236.9,6241.2,674
2025-07-16T19:45:00+00:00,6241.4,6252.4,6232.2,6252.2,710
2025-07-16T20:00:00+00:00,6252.4,6258.7,6250.2,6256.3,451
2025-07-16T20:15:00+00:00,6256.4,6257.2,6251.7,6251.7,437
2025-07-16T20:30:00+00:00,6251.9,6254.2,6250.2,6251.9,502
2025-07-16T20:45:00+00:00,6252.2,6254.7,6250.2,6251.7,392
2025-07-16T21:00:00+00:00,6251.9,6255.4,6249.9,6252.4,481
2025-07-16T21:15:00+00:00,6252.7,6255.2,6247.9,6254.4,392
2025-07-16T21:30:00+00:00,6254.3,6260.2,6254.2,6259.2,338
2025-07-16T21:45:00+00:00,6258.9,6264.0,6256.9,6264.0,340
2025-07-16T22:00:00+00:00,6263.8,6265.8,6260.0,6261.0,365
2025-07-16T22:15:00+00:00,6260.8,6262.5,6258.8,6261.8,301
2025-07-16T22:30:00+00:00,6261.6,6267.3,6259.0,6265.8,361
2025-07-16T22:45:00+00:00,6265.5,6267.0,6260.8,6262.3,503
2025-07-16T23:00:00+00:00,6261.8,6262.3,6257.5,6260.0,247
2025-07-16T23:15:00+00:00,6260.3,6260.3,6256.3,6256.8,60
2025-07-16T23:30:00+00:00,6257.0,6259.0,6256.8,6258.5,36
2025-07-16T23:45:00+00:00,6258.3,6259.0,6257.05,6258.05,45
2025-07-17T01:00:00+00:00,6258.65,6258.95,6253.2,6254.7,273
2025-07-17T01:15:00+00:00,6255.0,6256.3,6253.8,6253.8,145
2025-07-17T01:30:00+00:00,6253.7,6254.5,6252.3,6253.0,158
2025-07-17T01:45:00+00:00,6252.8,6253.7,6251.3,6252.0,134
2025-07-17T02:00:00+00:00,6252.3,6254.0,6252.0,6253.0,118
2025-07-17T02:15:00+00:00,6252.8,6253.0,6251.0,6252.5,67
2025-07-17T02:30:00+00:00,6252.3,6254.0,6251.0,6253.5,81
2025-07-17T02:45:00+00:00,6253.3,6254.0,6252.0,6252.5,102
2025-07-17T03:00:00+00:00,6253.0,6253.5,6250.0,6250.8,336
2025-07-17T03:15:00+00:00,6250.5,6256.5,6249.8,6256.2,224
2025-07-17T03:30:00+00:00,6256.4,6256.7,6253.5,6254.0,236
2025-07-17T03:45:00+00:00,6254.3,6256.5,6254.0,6256.3,146
2025-07-17T04:00:00+00:00,6256.2,6257.3,6255.3,6256.8,146
2025-07-17T04:15:00+00:00,6257.0,6257.4,6255.3,6255.3,128
2025-07-17T04:30:00+00:00,6255.4,6255.5,6249.5,6252.3,294
2025-07-17T04:45:00+00:00,6252.5,6252.8,6250.0,6251.3,196
2025-07-17T05:00:00+00:00,6251.0,6251.3,6249.3,6250.2,153
2025-07-17T05:15:00+00:00,6250.0,6251.0,6249.0,6250.8,118
2025-07-17T05:30:00+00:00,6250.5,6250.5,6248.8,6249.5,119
2025-07-17T05:45:00+00:00,6249.7,6250.5,6248.9,6249.8,105
2025-07-17T06:00:00+00:00,6249.9,6250.3,6248.0,6249.3,111
2025-07-17T06:15:00+00:00,6249.2,6251.8,6249.2,6251.5,112
2025-07-17T06:30:00+00:00,6251.8,6252.0,6249.8,6251.9,91
2025-07-17T06:45:00+00:00,6252.0,6252.3,6251.0,6252.3,102
2025-07-17T07:00:00+00:00,6252.2,6253.0,6252.0,6252.9,80
2025-07-17T07:15:00+00:00,6253.0,6253.2,6251.5,6251.8,78
2025-07-17T07:30:00+00:00,6251.5,6251.8,6250.3,6251.5,44
2025-07-17T07:45:00+00:00,6251.8,6253.3,6250.7,6252.8,87
2025-07-17T08:00:00+00:00,6253.0,6254.3,6252.5,6253.3,85
2025-07-17T08:15:00+00:00,6253.5,6255.5,6253.0,6255.3,75
2025-07-17T08:30:00+00:00,6255.0,6259.0,6255.0,6259.0,326
2025-07-17T08:45:00+00:00,6258.8,6263.5,6258.5,6260.8,270
2025-07-17T09:00:00+00:00,6260.9,6269.0,6260.8,6265.9,430
2025-07-17T09:15:00+00:00,6266.0,6270.7,6265.7,6270.5,388
2025-07-17T09:30:00+00:00,6270.3,6271.3,6267.7,6270.0,348
2025-07-17T09:45:00+00:00,6270.3,6271.0,6267.3,6268.0,224
2025-07-17T10:00:00+00:00,6268.5,6269.0,6264.5,6266.2,664
2025-07-17T10:15:00+00:00,6266.5,6268.7,6262.0,6264.0,541
2025-07-17T10:30:00+00:00,6264.5,6269.0,6263.7,6268.0,508
2025-07-17T10:45:00+00:00,6267.9,6268.2,6263.8,6263.8,348
2025-07-17T11:00:00+00:00,6263.7,6266.7,6262.9,6265.0,440
2025-07-17T11:15:00+00:00,6265.2,6266.2,6261.5,6264.0,355
2025-07-17T11:30:00+00:00,6264.2,6266.8,6262.3,6265.8,309
2025-07-17T11:45:00+00:00,6265.3,6267.3,6262.7,6265.5,291
2025-07-17T12:00:00+00:00,6265.7,6269.3,6265.5,6268.8,294
2025-07-17T12:15:00+00:00,6268.9,6270.5,6267.8,6268.8,171
2025-07-17T12:30:00+00:00,6268.9,6270.5,6268.3,6268.8,168
2025-07-17T12:45:00+00:00,6269.0,6269.0,6266.3,6266.8,123
2025-07-17T13:00:00+00:00,6266.7,6268.0,6265.8,6266.3,162
2025-07-17T13:15:00+00:00,6266.5,6266.8,6264.5,6266.5,146
2025-07-17T13:30:00+00:00,6266.7,6267.5,6265.0,6265.2,179
2025-07-17T13:45:00+00:00,6265.3,6266.8,6262.0,6262.5,202
2025-07-17T14:00:00+00:00,6262.9,6262.9,6258.7,6262.2,306
2025-07-17T14:15:00+00:00,6262.3,6263.0,6260.3,6261.9,195
2025-07-17T14:30:00+00:00,6262.3,6262.3,6258.6,6259.7,226
2025-07-17T14:45:00+00:00,6260.2,6260.2,6257.0,6258.8,274
2025-07-17T15:00:00+00:00,6258.5,6262.8,6258.3,6259.8,238
2025-07-17T15:15:00+00:00,6259.5,6261.4,6257.2,6261.2,418
2025-07-17T15:30:00+00:00,6261.4,6269.2,6258.8,6268.5,764
2025-07-17T15:45:00+00:00,6268.7,6274.5,6267.5,6273.7,409
2025-07-17T16:00:00+00:00,6273.5,6276.2,6272.2,6272.2,330
2025-07-17T16:15:00+00:00,6272.0,6272.2,6264.4,6264.7,386
2025-07-17T16:30:00+00:00,6264.2,6276.5,6261.8,6276.0,1163
2025-07-17T16:45:00+00:00,6276.3,6282.3,6274.5,6278.0,632
2025-07-17T17:00:00+00:00,6278.3,6283.2,6277.5,6282.4,599
2025-07-17T17:15:00+00:00,6282.7,6283.2,6269.0,6275.2,819
2025-07-17T17:30:00+00:00,6275.4,6278.7,6270.7,6274.9,496
2025-07-17T17:45:00+00:00,6275.2,6279.9,6273.4,6278.9,490
2025-07-17T18:00:00+00:00,6279.2,6286.7,6278.7,6284.2,426
2025-07-17T18:15:00+00:00,6284.3,6288.2,6282.9,6287.7,317
2025-07-17T18:30:00+00:00,6287.4,6292.7,6286.7,6291.4,336
2025-07-17T18:45:00+00:00,6291.7,6293.7,6289.7,6293.2,284
2025-07-17T19:00:00+00:00,6292.9,6296.4,6292.2,6293.4,259
2025-07-17T19:15:00+00:00,6293.3,6293.4,6288.8,6289.3,270
2025-07-17T19:30:00+00:00,6289.5,6290.0,6286.0,6288.5,270
2025-07-17T19:45:00+00:00,6288.3,6289.3,6286.8,6289.0,236
2025-07-17T20:00:00+00:00,6288.8,6290.3,6287.3,6289.3,228
2025-07-17T20:15:00+00:00,6289.0,6291.5,6287.3,6291.0,245
2025-07-17T20:30:00+00:00,6291.3,6294.4,6290.5,6293.8,211
2025-07-17T20:45:00+00:00,6294.0,6295.3,6292.5,6295.0,151
2025-07-17T21:00:00+00:00,6294.8,6295.8,6292.3,6292.3,186
2025-07-17T21:15:00+00:00,6292.5,6299.5,6292.0,6299.3,209
2025-07-17T21:30:00+00:00,6299.5,6300.0,6297.3,6299.0,158
2025-07-17T21:45:00+00:00,6299.3,6302.3,6298.5,6300.5,182
2025-07-17T22:00:00+00:00,6300.3,6305.0,6300.3,6303.3,183
2025-07-17T22:15:00+00:00,6303.5,6304.0,6300.3,6300.5,167
2025-07-17T22:30:00+00:00,6300.8,6303.5,6299.3,6299.8,210
2025-07-17T22:45:00+00:00,6299.5,6304.5,6297.3,6301.0,665
2025-07-17T23:00:00+00:00,6301.5,6302.9,6298.2,6300.0,453
2025-07-17T23:15:00+00:00,6299.8,6304.0,6299.5,6303.0,81
2025-07-17T23:30:00+00:00,6303.3,6304.8,6302.1,6302.4,52
2025-07-17T23:45:00+00:00,6302.1,6302.9,6300.65,6301.45,66
2025-07-18T01:00:00+00:00,6299.35,6302.9,6298.45,6302.6,194
2025-07-18T01:15:00+00:00,6302.4,6303.8,6301.1,6303.6,117
2025-07-18T01:30:00+00:00,6303.7,6303.8,6301.6,6302.1,91
2025-07-18T01:45:00+00:00,6302.3,6302.8,6302.1,6302.8,41
2025-07-18T02:00:00+00:00,6302.9,6307.6,6302.6,6307.3,163
2025-07-18T02:15:00+00:00,6307.1,6309.0,6304.8,6306.1,135
2025-07-18T02:30:00+00:00,6306.3,6307.1,6305.3,6306.9,63
2025-07-18T02:45:00+00:00,6307.1,6311.1,6306.7,6309.7,159
2025-07-18T03:00:00+00:00,6309.1,6310.6,6308.3,6310.3,243
2025-07-18T03:15:00+00:00,6310.1,6310.8,6308.8,6309.1,126
2025-07-18T03:30:00+00:00,6308.8,6309.3,6307.8,6308.1,125
2025-07-18T03:45:00+00:00,6307.8,6308.6,6306.8,6307.6,120
2025-07-18T04:00:00+00:00,6307.3,6308.8,6307.3,6308.3,112
2025-07-18T04:15:00+00:00,6308.1,6308.3,6306.6,6306.8,105
2025-07-18T04:30:00+00:00,6307.1,6308.1,6306.6,6307.1,107
2025-07-18T04:45:00+00:00,6306.8,6307.3,6306.1,6306.8,76
2025-07-18T05:00:00+00:00,6306.9,6307.1,6305.6,6306.8,59
2025-07-18T05:15:00+00:00,6306.7,6308.1,6306.3,6307.3,58
2025-07-18T05:30:00+00:00,6307.4,6309.8,6307.3,6309.8,95
2025-07-18T05:45:00+00:00,6310.1,6312.1,6309.6,6310.7,99
2025-07-18T06:00:00+00:00,6311.1,6311.3,6310.3,6310.8,76
2025-07-18T06:15:00+00:00,6310.6,6312.1,6310.3,6312.1,70
2025-07-18T06:30:00+00:00,6311.8,6313.1,6309.6,6311.1,134
2025-07-18T06:45:00+00:00,6311.3,6311.3,6310.1,6310.6,49
2025-07-18T07:00:00+00:00,6310.3,6310.8,6309.6,6309.7,93
2025-07-18T07:15:00+00:00,6309.6,6311.8,6309.6,6311.6,90
2025-07-18T07:30:00+00:00,6311.7,6311.8,6310.7,6310.7,53
2025-07-18T07:45:00+00:00,6310.6,6311.6,6310.1,6311.3,79
2025-07-18T08:00:00+00:00,6311.6,6315.1,6311.3,6314.6,131
2025-07-18T08:15:00+00:00,6314.7,6315.1,6313.3,6314.7,120
2025-07-18T08:30:00+00:00,6314.8,6316.6,6314.6,6316.1,120
2025-07-18T08:45:00+00:00,6315.8,6316.6,6315.3,6316.3,59
2025-07-18T09:00:00+00:00,6316.2,6316.8,6314.8,6315.3,111
2025-07-18T09:15:00+00:00,6315.1,6317.3,6314.3,6314.6,127
2025-07-18T09:30:00+00:00,6314.4,6315.6,6313.4,6314.3,147
2025-07-18T09:45:00+00:00,6314.1,6315.8,6313.8,6314.6,124
2025-07-18T10:00:00+00:00,6315.3,6315.3,6309.5,6310.0,299
2025-07-18T10:15:00+00:00,6310.3,6311.8,6308.6,6309.3,194
2025-07-18T10:30:00+00:00,6309.4,6309.4,6305.5,6309.1,289
2025-07-18T10:45:00+00:00,6308.8,6309.3,6305.8,6305.8,218
2025-07-18T11:00:00+00:00,6306.0,6308.3,6305.5,6308.3,278
2025-07-18T11:15:00+00:00,6308.1,6310.0,6307.3,6308.8,137
2025-07-18T11:30:00+00:00,6308.5,6308.5,6306.5,6307.5,141
2025-07-18T11:45:00+00:00,6307.3,6309.8,6307.3,6308.3,165
2025-07-18T12:00:00+00:00,6308.5,6309.8,6307.8,6309.3,112
2025-07-18T12:15:00+00:00,6309.4,6309.8,6307.8,6309.0,62
2025-07-18T12:30:00+00:00,6309.3,6309.8,6308.0,6308.3,107
2025-07-18T12:45:00+00:00,6308.0,6309.0,6307.3,6308.0,88
2025-07-18T13:00:00+00:00,6307.9,6308.3,6306.4,6307.3,95
2025-07-18T13:15:00+00:00,6307.0,6307.1,6300.6,6302.0,227
2025-07-18T13:30:00+00:00,6302.1,6303.3,6301.0,6302.8,169
2025-07-18T13:45:00+00:00,6302.6,6303.3,6301.8,6302.5,103
2025-07-18T14:00:00+00:00,6303.0,6304.5,6300.8,6300.8,273
2025-07-18T14:15:00+00:00,6301.0,6301.8,6299.0,6301.5,154
2025-07-18T14:30:00+00:00,6301.8,6302.3,6300.8,6301.3,139
2025-07-18T14:45:00+00:00,6301.0,6304.5,6301.0,6302.8,157
2025-07-18T15:00:00+00:00,6303.0,6305.0,6302.5,6304.0,248
2025-07-18T15:15:00+00:00,6304.3,6306.5,6303.5,6305.5,284
2025-07-18T15:30:00+00:00,6305.4,6307.3,6303.8,6305.7,281
2025-07-18T15:45:00+00:00,6305.5,6307.8,6305.0,6307.0,174
2025-07-18T16:00:00+00:00,6307.5,6311.8,6306.3,6311.0,177
2025-07-18T16:15:00+00:00,6310.8,6312.9,6304.7,6311.1,611
2025-07-18T16:30:00+00:00,6311.6,6311.8,6303.7,6304.5,1064
2025-07-18T16:45:00+00:00,6304.2,6310.2,6303.0,6305.1,693
2025-07-18T17:00:00+00:00,6304.7,6312.3,6298.5,6299.2,887
2025-07-18T17:15:00+00:00,6299.0,6300.6,6291.2,6292.5,801
2025-07-18T17:30:00+00:00,6292.2,6297.5,6290.2,6293.2,672
2025-07-18T17:45:00+00:00,6293.5,6295.5,6289.7,6289.7,460
2025-07-18T18:00:00+00:00,6290.0,6295.2,6287.7,6291.5,593
2025-07-18T18:15:00+00:00,6291.7,6295.5,6290.0,6294.5,473
2025-07-18T18:30:00+00:00,6294.7,6298.5,6294.2,6296.5,350
2025-07-18T18:45:00+00:00,6296.7,6300.2,6295.2,6299.7,254
2025-07-18T19:00:00+00:00,6300.0,6300.2,6293.2,6295.7,345
2025-07-18T19:15:00+00:00,6295.5,6296.5,6284.2,6288.2,652
2025-07-18T19:30:00+00:00,6287.9,6291.2,6283.7,6290.2,503
2025-07-18T19:45:00+00:00,6290.5,6292.5,6283.7,6285.2,443
2025-07-18T20:00:00+00:00,6285.7,6290.2,6283.2,6290.2,444
2025-07-18T20:15:00+00:00,6290.5,6290.5,6285.5,6288.0,372
2025-07-18T20:30:00+00:00,6288.2,6293.8,6288.2,6290.7,293
2025-07-18T20:45:00+00:00,6290.5,6291.2,6286.7,6289.5,378
2025-07-18T21:00:00+00:00,6289.7,6292.6,6287.5,6288.0,262
2025-07-18T21:15:00+00:00,6288.2,6292.2,6285.5,6289.7,250
2025-07-18T21:30:00+00:00,6289.5,6292.5,6289.2,6291.7,230
2025-07-18T21:45:00+00:00,6292.0,6292.7,6289.5,6291.0,244
2025-07-18T22:00:00+00:00,6291.2,6292.5,6289.0,6290.2,241
2025-07-18T22:15:00+00:00,6290.5,6295.0,6290.2,6292.7,215
2025-07-18T22:30:00+00:00,6293.0,6293.2,6289.5,6290.2,228
2025-07-18T22:45:00+00:00,6290.5,6296.7,6289.2,6294.5,428
2025-07-18T23:00:00+00:00,6294.7,6295.6,6293.1,6294.2,145
2025-07-18T23:15:00+00:00,6294.5,6295.2,6293.5,6294.2,22
2025-07-18T23:30:00+00:00,6294.0,6295.7,6293.5,6295.0,29
2025-07-18T23:45:00+00:00,6294.7,6295.05,6293.55,6295.05,36
2025-07-21T01:00:00+00:00,6296.05,6296.55,6291.6,6294.0,296
2025-07-21T01:15:00+00:00,6294.2,6299.1,6292.2,6298.9,187
2025-07-21T01:30:00+00:00,6299.0,6300.9,6297.7,6299.7,175
2025-07-21T01:45:00+00:00,6299.4,6299.9,6298.4,6299.8,76
2025-07-21T02:00:00+00:00,6299.9,6301.4,6299.2,6300.9,91
2025-07-21T02:15:00+00:00,6301.2,6301.2,6298.4,6299.2,113
2025-07-21T02:30:00+00:00,6299.3,6301.9,6298.7,6300.9,94
2025-07-21T02:45:00+00:00,6301.0,6304.7,6300.9,6304.4,139
2025-07-21T03:00:00+00:00,6304.7,6305.4,6303.9,6304.4,119
2025-07-21T03:15:00+00:00,6304.7,6304.9,6303.7,6304.4,99
2025-07-21T03:30:00+00:00,6304.2,6304.7,6303.3,6303.9,78
2025-07-21T03:45:00+00:00,6304.0,6304.4,6303.4,6303.7,49
2025-07-21T04:00:00+00:00,6303.9,6306.7,6303.4,6305.2,143
2025-07-21T04:15:00+00:00,6305.4,6306.7,6304.9,6305.2,103
2025-07-21T04:30:00+00:00,6305.0,6305.2,6303.7,6304.3,95
2025-07-21T04:45:00+00:00,6304.4,6304.4,6303.2,6303.7,46
2025-07-21T05:00:00+00:00,6303.4,6304.2,6302.9,6303.9,69
2025-07-21T05:15:00+00:00,6304.2,6304.7,6304.2,6304.7,48
2025-07-21T05:30:00+00:00,6304.4,6304.9,6302.4,6303.2,82
2025-07-21T05:45:00+00:00,6302.9,6302.9,6301.9,6302.5,59
2025-07-21T06:00:00+00:00,6302.7,6303.7,6301.9,6302.4,72
2025-07-21T06:15:00+00:00,6302.5,6302.9,6301.9,6302.4,34
2025-07-21T06:30:00+00:00,6302.2,6302.2,6301.2,6301.3,49
2025-07-21T06:45:00+00:00,6301.4,6301.4,6300.4,6301.4,49
2025-07-21T07:00:00+00:00,6301.7,6303.7,6301.3,6303.2,80
2025-07-21T07:15:00+00:00,6303.4,6304.7,6303.2,6304.4,33
2025-07-21T07:30:00+00:00,6304.2,6304.9,6304.2,6304.4,19
2025-07-21T07:45:00+00:00,6304.2,6304.9,6304.2,6304.9,45
2025-07-21T08:00:00+00:00,6304.7,6305.7,6303.4,6303.7,86
2025-07-21T08:15:00+00:00,6303.8,6304.7,6303.0,6304.4,43
2025-07-21T08:30:00+00:00,6305.2,6305.4,6303.9,6304.2,69
2025-07-21T08:45:00+00:00,6304.0,6304.7,6303.4,6303.7,58
2025-07-21T09:00:00+00:00,6303.4,6307.2,6303.0,6307.2,92
2025-07-21T09:15:00+00:00,6307.4,6310.7,6306.9,6310.4,102
2025-07-21T09:30:00+00:00,6310.7,6311.4,6310.2,6310.9,64
2025-07-21T09:45:00+00:00,6310.8,6310.9,6306.9,6307.9,124
2025-07-21T10:00:00+00:00,6308.2,6311.9,6308.2,6311.7,223
2025-07-21T10:15:00+00:00,6311.4,6313.2,6310.7,6311.9,120
2025-07-21T10:30:00+00:00,6311.7,6313.2,6310.7,6310.9,115
2025-07-21T10:45:00+00:00,6311.2,6311.4,6310.4,6310.9,111
2025-07-21T11:00:00+00:00,6311.0,6315.9,6311.0,6314.7,244
2025-07-21T11:15:00+00:00,6314.4,6315.2,6312.2,6314.9,132
2025-07-21T11:30:00+00:00,6314.7,6315.2,6311.9,6312.2,123
2025-07-21T11:45:00+00:00,6312.3,6314.2,6311.9,6313.7,110
2025-07-21T12:00:00+00:00,6313.9,6315.2,6313.7,6314.2,87
2025-07-21T12:15:00+00:00,6314.3,6314.9,6313.9,6314.7,50
2025-07-21T12:30:00+00:00,6314.9,6314.9,6312.4,6313.2,94
2025-07-21T12:45:00+00:00,6313.4,6313.7,6312.4,6313.2,71
