time,open,high,low,close,volume
2025-10-25T01:30:00+00:00,3938.69,3939.19,3933.53,3933.65,3622
2025-10-25T01:45:00+00:00,3933.67,3935.05,3927.67,3933.42,3718
2025-10-25T02:00:00+00:00,3933.43,3933.47,3923.09,3923.99,3714
2025-10-25T02:15:00+00:00,3923.95,3930.88,3923.75,3930.21,3624
2025-10-25T02:30:00+00:00,3930.15,3934.63,3926.33,3926.61,3709
2025-10-25T02:45:00+00:00,3926.59,3932.19,3924.47,3932.14,3586
2025-10-25T03:00:00+00:00,3932.11,3933.21,3920.87,3921.83,3753
2025-10-25T03:15:00+00:00,3921.77,3922.19,3916.81,3917.57,3785
2025-10-25T03:30:00+00:00,3917.51,3922.63,3912.39,3920.92,3797
2025-10-25T03:45:00+00:00,3920.87,3926.51,3909.43,3915.71,3768
2025-10-25T04:00:00+00:00,3915.73,3920.69,3912.41,3920.35,3649
2025-10-25T04:15:00+00:00,3920.37,3931.87,3916.45,3929.27,3759
2025-10-25T04:30:00+00:00,3929.31,3936.76,3921.14,3922.43,3783
2025-10-25T04:45:00+00:00,3922.41,3930.35,3922.4,3930.27,3733
2025-10-25T05:00:00+00:00,3930.24,3934.75,3923.31,3925.96,3765
2025-10-25T05:15:00+00:00,3925.98,3929.91,3924.89,3929.27,3708
2025-10-25T05:30:00+00:00,3929.29,3929.32,3922.87,3926.43,3691
2025-10-25T05:45:00+00:00,3926.45,3934.39,3926.41,3930.82,3710
2025-10-25T06:00:00+00:00,3930.85,3932.75,3924.45,3926.55,3723
2025-10-25T06:15:00+00:00,3926.5,3932.03,3926.35,3928.43,3735
2025-10-25T06:30:00+00:00,3928.44,3930.79,3922.57,3925.77,3737
2025-10-25T06:45:00+00:00,3925.83,3925.83,3917.11,3918.12,3585
2025-10-25T07:00:00+00:00,3918.13,3924.19,3917.29,3922.77,3681
2025-10-25T07:15:00+00:00,3922.74,3932.57,3921.74,3925.51,3778
2025-10-25T07:30:00+00:00,3925.49,3926.49,3917.57,3921.72,3734
2025-10-25T07:45:00+00:00,3921.73,3923.86,3919.35,3920.03,3622
2025-10-25T08:00:00+00:00,3920.07,3924.97,3917.63,3919.57,3548
2025-10-25T08:15:00+00:00,3919.53,3923.19,3917.11,3919.01,3367
2025-10-25T08:30:00+00:00,3919.07,3924.94,3917.49,3924.33,3618
2025-10-25T08:45:00+00:00,3924.31,3929.61,3923.03,3927.57,3560
2025-10-25T09:00:00+00:00,3927.55,3932.88,3925.12,3930.87,3672
2025-10-25T09:15:00+00:00,3930.89,3931.39,3926.11,3927.97,3497
2025-10-25T09:30:00+00:00,3927.99,3929.17,3923.6,3928.87,3592
2025-10-25T09:45:00+00:00,3928.91,3932.06,3924.61,3925.86,3608
2025-10-25T10:00:00+00:00,3925.91,3930.19,3925.27,3930.19,3654
2025-10-25T10:15:00+00:00,3930.17,3940.55,3930.03,3938.61,3796
2025-10-25T10:30:00+00:00,3938.63,3958.03,3924.39,3927.85,3883
2025-10-25T10:45:00+00:00,3927.82,3928.67,3922.71,3926.36,3406
2025-10-25T11:00:00+00:00,3927.11,3931.73,3924.7,3931.7,3390
2025-10-25T11:15:00+00:00,3931.65,3939.44,3931.24,3936.73,3778
2025-10-25T11:30:00+00:00,3936.7,3941.02,3933.27,3935.83,3486
2025-10-25T11:45:00+00:00,3935.81,3953.11,3935.39,3950.81,3566
2025-10-25T12:00:00+00:00,3950.79,3953.79,3943.29,3951.15,3786
2025-10-25T12:15:00+00:00,3951.11,3951.73,3942.33,3946.81,3661
2025-10-25T12:30:00+00:00,3946.79,3950.19,3941.31,3948.37,3621
2025-10-25T12:45:00+00:00,3948.39,3948.61,3937.67,3939.8,3689
2025-10-25T13:00:00+00:00,3939.79,3942.97,3928.21,3931.19,3686
2025-10-25T13:15:00+00:00,3931.17,3939.01,3931.11,3934.41,3589
2025-10-25T13:30:00+00:00,3934.45,3944.35,3931.61,3941.27,3604
2025-10-25T13:45:00+00:00,3941.21,3943.95,3937.54,3939.55,3625
2025-10-25T14:00:00+00:00,3939.56,3942.75,3935.35,3937.33,3499
2025-10-25T14:15:00+00:00,3937.31,3941.63,3936.55,3941.15,3357
2025-10-25T14:30:00+00:00,3941.1,3941.79,3936.37,3938.45,2582
2025-10-25T14:45:00+00:00,3938.46,3941.37,3937.15,3937.19,3523
2025-10-25T15:00:00+00:00,3937.22,3949.19,3936.57,3948.24,1753
2025-10-25T15:15:00+00:00,3948.29,3950.99,3947.09,3950.03,1607
2025-10-25T15:30:00+00:00,3950.01,3950.39,3944.47,3947.72,1781
2025-10-25T15:45:00+00:00,3947.79,3952.87,3942.91,3950.31,3734
2025-10-25T16:00:00+00:00,3950.33,3953.63,3935.15,3939.95,3674
2025-10-25T16:15:00+00:00,3939.91,3942.19,3933.49,3936.34,3779
2025-10-25T16:30:00+00:00,3936.31,3942.27,3932.39,3938.17,3569
2025-10-25T16:45:00+00:00,3938.11,3941.17,3933.78,3940.31,3560
2025-10-25T17:00:00+00:00,3940.35,3942.93,3938.65,3942.91,3563
2025-10-25T17:15:00+00:00,3942.89,3945.47,3936.66,3937.79,3549
2025-10-25T17:30:00+00:00,3937.76,3939.37,3934.33,3935.02,3721
2025-10-25T17:45:00+00:00,3935.01,3937.37,3931.25,3936.15,3610
2025-10-25T18:00:00+00:00,3936.12,3936.2,3926.37,3927.28,3776
2025-10-25T18:15:00+00:00,3927.35,3931.88,3927.11,3930.34,3696
2025-10-25T18:30:00+00:00,3930.38,3932.57,3925.67,3929.17,3676
2025-10-25T18:45:00+00:00,3929.2,3931.43,3921.94,3930.79,3546
2025-10-25T19:00:00+00:00,3930.81,3932.53,3925.27,3929.65,3763
2025-10-25T19:15:00+00:00,3929.73,3931.87,3925.77,3926.81,3733
2025-10-25T19:30:00+00:00,3926.83,3929.01,3926.39,3927.33,3466
2025-10-25T19:45:00+00:00,3927.29,3935.63,3925.67,3930.51,3534
2025-10-25T20:00:00+00:00,3930.49,3937.34,3929.65,3936.85,3563
2025-10-25T20:15:00+00:00,3936.81,3936.87,3931.13,3931.16,3431
2025-10-25T20:30:00+00:00,3931.14,3933.01,3927.97,3930.01,3579
2025-10-25T20:45:00+00:00,3929.99,3932.21,3928.34,3931.91,3376
2025-10-25T21:00:00+00:00,3931.89,3935.61,3926.71,3935.45,3505
