timeframe,profile,rr,time_stop_min,closed,wins,losses,win_rate,profit_factor,expectancy,max_drawdown,test_pf,test_expectancy,monte_carlo_risk_of_ruin,monte_carlo_drawdown_p95,institutional_score,recommendation,candidate,pass_fail_reasons,broker_touched,order_executed
M15,low_drawdown_v1,1.2,30.0,1,0,1,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1026.60615,-379.65,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,low_drawdown_v1,1.2,60.0,1,0,1,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1026.60615,-379.65,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,low_drawdown_v1,1.5,15.0,1,0,1,0.0,0.0,-0.7218,0.0,0.0,0.0,0.0,741.04,-379.65,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,low_drawdown_v1,1.5,30.0,1,0,1,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1026.60615,-379.65,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,low_drawdown_v1,1.5,60.0,1,0,1,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1026.60615,-379.65,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,anti_chop_v1,1.5,15.0,132,66,66,50.0,1.0515,0.0157,6313.337375,0.7143,-0.0474,0.697,12468.93835,-383.9667,reject,False,pf_below_1_20;drawdown_above_5000;second_half_pf_below_1;last_1000_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,anti_chop_v1,1.5,30.0,132,66,66,50.0,1.0515,0.0157,6313.337375,0.7143,-0.0474,0.697,12468.93835,-383.9667,reject,False,pf_below_1_20;drawdown_above_5000;second_half_pf_below_1;last_1000_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,anti_chop_v1,1.2,15.0,132,66,66,50.0,1.0485,0.0152,6630.16244,0.7143,-0.0474,0.679,12254.68655,-388.273,reject,False,pf_below_1_20;drawdown_above_5000;second_half_pf_below_1;second_half_expectancy_strong_negative;last_1000_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M30,anti_chop_v1,1.2,30.0,132,66,66,50.0,1.0485,0.0152,6630.16244,0.7143,-0.0474,0.679,12254.68655,-388.273,reject,False,pf_below_1_20;drawdown_above_5000;second_half_pf_below_1;second_half_expectancy_strong_negative;last_1000_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,anti_chop_v2_safe,1.0,15.0,4,0,4,0.0,0.0,-0.2754,832.88,0.0,-0.0103,0.0,2235.86,-389.011,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,anti_chop_v2_safe,1.2,15.0,4,0,4,0.0,0.0,-0.2754,832.88,0.0,-0.0103,0.0,2235.86,-389.011,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,anti_chop_v2_safe,1.5,15.0,4,0,4,0.0,0.0,-0.2754,832.88,0.0,-0.0103,0.0,2235.86,-389.011,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,trend_v2_drawdown_guard,1.0,15.0,4,0,4,0.0,0.0,-0.2754,832.88,0.0,-0.0103,0.0,2235.86,-389.011,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,trend_v2_drawdown_guard,1.2,15.0,4,0,4,0.0,0.0,-0.2754,832.88,0.0,-0.0103,0.0,2235.86,-389.011,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,trend_v2_drawdown_guard,1.5,15.0,4,0,4,0.0,0.0,-0.2754,832.88,0.0,-0.0103,0.0,2235.86,-389.011,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,momentum_v2_filtered,1.0,15.0,4,0,4,0.0,0.0,-0.2754,832.88,0.0,-0.0103,0.0,2235.86,-389.011,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,momentum_v2_filtered,1.2,15.0,4,0,4,0.0,0.0,-0.2754,832.88,0.0,-0.0103,0.0,2235.86,-389.011,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,momentum_v2_filtered,1.5,15.0,4,0,4,0.0,0.0,-0.2754,832.88,0.0,-0.0103,0.0,2235.86,-389.011,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,anti_chop_v2_safe,1.0,30.0,4,0,4,0.0,0.0,-0.3723,1386.52615,0.0,-0.1541,0.0,3249.26845,-395.9316,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,anti_chop_v2_safe,1.2,30.0,4,0,4,0.0,0.0,-0.3723,1386.52615,0.0,-0.1541,0.0,3249.26845,-395.9316,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,anti_chop_v2_safe,1.5,30.0,4,0,4,0.0,0.0,-0.3723,1386.52615,0.0,-0.1541,0.0,3249.26845,-395.9316,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,trend_v2_drawdown_guard,1.0,30.0,4,0,4,0.0,0.0,-0.3723,1386.52615,0.0,-0.1541,0.0,3249.26845,-395.9316,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,trend_v2_drawdown_guard,1.2,30.0,4,0,4,0.0,0.0,-0.3723,1386.52615,0.0,-0.1541,0.0,3249.26845,-395.9316,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,trend_v2_drawdown_guard,1.5,30.0,4,0,4,0.0,0.0,-0.3723,1386.52615,0.0,-0.1541,0.0,3249.26845,-395.9316,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,momentum_v2_filtered,1.0,30.0,4,0,4,0.0,0.0,-0.3723,1386.52615,0.0,-0.1541,0.0,3249.26845,-395.9316,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,momentum_v2_filtered,1.2,30.0,4,0,4,0.0,0.0,-0.3723,1386.52615,0.0,-0.1541,0.0,3249.26845,-395.9316,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
M15,momentum_v2_filtered,1.5,30.0,4,0,4,0.0,0.0,-0.3723,1386.52615,0.0,-0.1541,0.0,3249.26845,-395.9316,reject,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,momentum_v2_filtered,1.2,15.0,56,22,34,39.29,0.8533,-0.0232,4253.3508,0.8669,-0.0178,0.496,10230.449,-401.2119,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,momentum_v2_filtered,1.2,30.0,56,22,34,39.29,0.8533,-0.0232,4253.3508,0.8669,-0.0178,0.496,10230.449,-401.2119,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,momentum_v2_filtered,1.2,60.0,56,22,34,39.29,0.8533,-0.0232,4253.3508,0.8669,-0.0178,0.496,10230.449,-401.2119,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,rsi_reversal_v2_confirmed,1.5,15.0,90,37,53,41.11,1.0229,0.0138,5247.91245,0.8318,-0.0262,0.609,11494.59195,-406.3329,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,rsi_reversal_v2_confirmed,1.5,30.0,90,37,53,41.11,1.0229,0.0138,5247.91245,0.8318,-0.0262,0.609,11494.59195,-406.3329,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,rsi_reversal_v2_confirmed,1.5,60.0,90,37,53,41.11,1.0229,0.0138,5247.91245,0.8318,-0.0262,0.609,11494.59195,-406.3329,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_strict,1.5,15.0,66,25,41,37.88,0.8626,-0.0248,4715.5008,0.9555,-0.0005,0.603,11707.9499,-409.6088,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_strict,1.5,30.0,66,25,41,37.88,0.8626,-0.0248,4715.5008,0.9555,-0.0005,0.603,11707.9499,-409.6088,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_strict,1.5,60.0,66,25,41,37.88,0.8626,-0.0248,4715.5008,0.9555,-0.0005,0.603,11707.9499,-409.6088,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v2_safe,1.5,15.0,58,22,36,37.93,0.8615,-0.0227,4875.2508,1.0226,0.0112,0.567,10357.3225,-409.6861,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v2_safe,1.5,30.0,58,22,36,37.93,0.8615,-0.0227,4875.2508,1.0226,0.0112,0.567,10357.3225,-409.6861,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v2_safe,1.5,60.0,58,22,36,37.93,0.8615,-0.0227,4875.2508,1.0226,0.0112,0.567,10357.3225,-409.6861,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,trend_v2_drawdown_guard,1.5,15.0,58,22,36,37.93,0.8615,-0.0227,4875.2508,1.0226,0.0112,0.567,10357.3225,-409.6861,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,trend_v2_drawdown_guard,1.5,30.0,58,22,36,37.93,0.8615,-0.0227,4875.2508,1.0226,0.0112,0.567,10357.3225,-409.6861,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,trend_v2_drawdown_guard,1.5,60.0,58,22,36,37.93,0.8615,-0.0227,4875.2508,1.0226,0.0112,0.567,10357.3225,-409.6861,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,rsi_reversal_v2_confirmed,1.2,15.0,90,37,53,41.11,1.0209,0.011,5562.52563,0.7327,-0.0471,0.612,11622.42591,-420.0821,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,rsi_reversal_v2_confirmed,1.2,30.0,90,37,53,41.11,1.0209,0.011,5562.52563,0.7327,-0.0471,0.612,11622.42591,-420.0821,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,rsi_reversal_v2_confirmed,1.2,60.0,90,37,53,41.11,1.0209,0.011,5562.52563,0.7327,-0.0471,0.612,11622.42591,-420.0821,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.2,15.0,178,75,103,42.13,0.9749,0.0022,6736.70781,0.9885,0.0042,0.897,17698.54985,-430.0358,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.2,30.0,178,75,103,42.13,0.9749,0.0022,6736.70781,0.9885,0.0042,0.897,17698.54985,-430.0358,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.2,60.0,178,75,103,42.13,0.9749,0.0022,6736.70781,0.9885,0.0042,0.897,17698.54985,-430.0358,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.5,15.0,178,75,103,42.13,0.9845,0.0052,7558.96765,1.0539,0.016,0.896,17426.44445,-437.3081,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.5,30.0,178,75,103,42.13,0.9845,0.0052,7558.96765,1.0539,0.016,0.896,17426.44445,-437.3081,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.5,60.0,178,75,103,42.13,0.9845,0.0052,7558.96765,1.0539,0.016,0.896,17426.44445,-437.3081,reject,False,pf_below_1_20;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v2_safe,1.2,15.0,58,22,36,37.93,0.7886,-0.0391,4875.2508,0.8669,-0.0178,0.595,10614.6834,-439.8346,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v2_safe,1.2,30.0,58,22,36,37.93,0.7886,-0.0391,4875.2508,0.8669,-0.0178,0.595,10614.6834,-439.8346,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v2_safe,1.2,60.0,58,22,36,37.93,0.7886,-0.0391,4875.2508,0.8669,-0.0178,0.595,10614.6834,-439.8346,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,trend_v2_drawdown_guard,1.2,15.0,58,22,36,37.93,0.7886,-0.0391,4875.2508,0.8669,-0.0178,0.595,10614.6834,-439.8346,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,trend_v2_drawdown_guard,1.2,30.0,58,22,36,37.93,0.7886,-0.0391,4875.2508,0.8669,-0.0178,0.595,10614.6834,-439.8346,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,trend_v2_drawdown_guard,1.2,60.0,58,22,36,37.93,0.7886,-0.0391,4875.2508,0.8669,-0.0178,0.595,10614.6834,-439.8346,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,momentum_v2_filtered,1.0,15.0,56,22,34,39.29,0.7677,-0.0408,4527.36445,0.7631,-0.0372,0.537,10446.2388,-441.1531,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,momentum_v2_filtered,1.0,30.0,56,22,34,39.29,0.7677,-0.0408,4527.36445,0.7631,-0.0372,0.537,10446.2388,-441.1531,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,momentum_v2_filtered,1.0,60.0,56,22,34,39.29,0.7677,-0.0408,4527.36445,0.7631,-0.0372,0.537,10446.2388,-441.1531,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;first_half_pf_below_1;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_strict,1.2,15.0,66,25,41,37.88,0.7999,-0.0392,5009.48318,0.8229,-0.0262,0.644,12177.355,-449.6225,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_strict,1.2,30.0,66,25,41,37.88,0.7999,-0.0392,5009.48318,0.8229,-0.0262,0.644,12177.355,-449.6225,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,quality_strict,1.2,60.0,66,25,41,37.88,0.7999,-0.0392,5009.48318,0.8229,-0.0262,0.644,12177.355,-449.6225,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;second_half_pf_below_1;last_2000_pf_below_1;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.0,15.0,178,76,102,42.7,0.9346,-0.0054,7297.97445,1.0077,0.0068,0.895,17927.39795,-450.3927,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.0,30.0,178,76,102,42.7,0.9346,-0.0054,7297.97445,1.0077,0.0068,0.895,17927.39795,-450.3927,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,anti_chop_v1,1.0,60.0,178,76,102,42.7,0.9346,-0.0054,7297.97445,1.0077,0.0068,0.895,17927.39795,-450.3927,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,rsi_reversal_v2_confirmed,1.0,15.0,90,37,53,41.11,0.9078,-0.011,5772.26775,0.6666,-0.0611,0.677,12477.08875,-470.3958,reject,False,pf_below_1_20;expectancy_not_positive;win_rate_below_45;drawdown_above_5000;first_half_pf_below_1;second_half_pf_below_1;last_1000_pf_below_1;last_1000_expectancy_strong_negative;last_2000_pf_below_1;last_2000_expectancy_strong_negative;test_pf_below_1;monte_carlo_risk_of_ruin_high;monte_carlo_drawdown_p95_above_limit;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
