timeframe,profile,bars_loaded,bars_evaluated,passed_regime_filter,failed_regime_filter,passed_spread_filter,failed_spread_filter,passed_volatility_filter,failed_volatility_filter,passed_trend_filter,failed_trend_filter,passed_pullback_filter,failed_pullback_filter,passed_rsi_filter,failed_rsi_filter,passed_ema_filter,failed_ema_filter,passed_score_threshold,failed_score_threshold,generated_signal_count,actionable_signal_count,blocked_by_risk_governor,opened_shadow_trade_count,closed_trade_count,buy_signals,sell_signals,avg_spread,avg_atr,restrictiveness_score,top_no_trade_reasons,top_restrictive_filters
M15,anti_chop_v3_low_drawdown,5000,4999,2116,2883,4980,19,0,4999,1704,3295,4980,19,4176,823,4681,318,6,4993,1,1,0,1,1,1,0,25.0,191.431382,62.7049,"[{""reason"": ""volatility_too_low"", ""count"": 9741}, {""reason"": ""score_too_low"", ""count"": 124}, {""reason"": ""weak_internal_scores"", ""count"": 99}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""rsi_extreme_block"", ""count"": 5}, {""reason"": ""waiting_confirmation"", ""count"": 4}, {""reason"": ""cooldown_after_loss"", ""count"": 2}]","[{""reason"": ""volatility_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4993}, {""reason"": ""trend_filter"", ""count"": 3295}, {""reason"": ""regime_filter"", ""count"": 2883}, {""reason"": ""rsi_filter"", ""count"": 823}, {""reason"": ""ema_filter"", ""count"": 318}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M15,quality_v3_conservative,5000,4999,2116,2883,4980,19,7,4992,1704,3295,4980,19,4176,823,4681,318,6,4993,1,1,0,1,1,1,0,25.0,191.431382,62.6909,"[{""reason"": ""volatility_too_low"", ""count"": 9604}, {""reason"": ""score_too_low"", ""count"": 202}, {""reason"": ""weak_internal_scores"", ""count"": 156}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""rsi_extreme_block"", ""count"": 5}, {""reason"": ""waiting_confirmation"", ""count"": 4}, {""reason"": ""ema_distance_too_far"", ""count"": 2}, {""reason"": ""cooldown_after_loss"", ""count"": 2}]","[{""reason"": ""score_threshold"", ""count"": 4993}, {""reason"": ""volatility_filter"", ""count"": 4992}, {""reason"": ""trend_filter"", ""count"": 3295}, {""reason"": ""regime_filter"", ""count"": 2883}, {""reason"": ""rsi_filter"", ""count"": 823}, {""reason"": ""ema_filter"", ""count"": 318}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M15,quality_v4_strict_rr,5000,4999,2116,2883,4980,19,0,4999,1278,3721,4980,19,3951,1048,4681,318,3,4996,1,1,0,1,1,1,0,25.0,191.431382,64.0132,"[{""reason"": ""volatility_too_low"", ""count"": 9686}, {""reason"": ""score_too_low"", ""count"": 168}, {""reason"": ""weak_internal_scores"", ""count"": 114}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""waiting_confirmation"", ""count"": 3}, {""reason"": ""cooldown_after_loss"", ""count"": 2}, {""reason"": ""rsi_extreme_block"", ""count"": 2}]","[{""reason"": ""volatility_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4996}, {""reason"": ""trend_filter"", ""count"": 3721}, {""reason"": ""regime_filter"", ""count"": 2883}, {""reason"": ""rsi_filter"", ""count"": 1048}, {""reason"": ""ema_filter"", ""count"": 318}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M15,momentum_v3_no_chase,5000,4999,2116,2883,4980,19,0,4999,457,4542,4980,19,3951,1048,4681,318,3,4996,1,1,0,1,1,1,0,25.0,191.431382,65.6555,"[{""reason"": ""volatility_too_low"", ""count"": 9686}, {""reason"": ""score_too_low"", ""count"": 168}, {""reason"": ""weak_internal_scores"", ""count"": 114}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""waiting_confirmation"", ""count"": 3}, {""reason"": ""cooldown_after_loss"", ""count"": 2}, {""reason"": ""rsi_extreme_block"", ""count"": 2}]","[{""reason"": ""volatility_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4996}, {""reason"": ""trend_filter"", ""count"": 4542}, {""reason"": ""regime_filter"", ""count"": 2883}, {""reason"": ""rsi_filter"", ""count"": 1048}, {""reason"": ""ema_filter"", ""count"": 318}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M15,low_drawdown_v1,5000,4999,2116,2883,4980,19,4,4995,1278,3721,4980,19,3951,1048,4681,318,3,4996,1,1,0,1,1,1,0,25.0,191.431382,64.0052,"[{""reason"": ""volatility_too_low"", ""count"": 9633}, {""reason"": ""score_too_low"", ""count"": 194}, {""reason"": ""weak_internal_scores"", ""count"": 140}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""waiting_confirmation"", ""count"": 3}, {""reason"": ""cooldown_after_loss"", ""count"": 2}, {""reason"": ""rsi_extreme_block"", ""count"": 2}, {""reason"": ""ema_distance_too_far"", ""count"": 1}]","[{""reason"": ""score_threshold"", ""count"": 4996}, {""reason"": ""volatility_filter"", ""count"": 4995}, {""reason"": ""trend_filter"", ""count"": 3721}, {""reason"": ""regime_filter"", ""count"": 2883}, {""reason"": ""rsi_filter"", ""count"": 1048}, {""reason"": ""ema_filter"", ""count"": 318}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M15,breakout_pullback_v1,5000,4999,2116,2883,4980,19,24,4975,4980,19,890,4109,4379,620,4577,422,144,4855,0,0,0,0,0,0,0,25.0,191.431382,65.8112,"[{""reason"": ""volatility_too_low"", ""count"": 9930}, {""reason"": ""pullback_not_confirmed"", ""count"": 32}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""ema_distance_too_far"", ""count"": 10}, {""reason"": ""regime_chop"", ""count"": 4}, {""reason"": ""extended_candle_no_chase"", ""count"": 2}]","[{""reason"": ""volatility_filter"", ""count"": 4975}, {""reason"": ""score_threshold"", ""count"": 4855}, {""reason"": ""pullback_filter"", ""count"": 4109}, {""reason"": ""regime_filter"", ""count"": 2883}, {""reason"": ""rsi_filter"", ""count"": 620}, {""reason"": ""ema_filter"", ""count"": 422}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""trend_filter"", ""count"": 19}]"
M15,breakout_pullback_v2_safe,5000,4999,2116,2883,0,4999,9,4990,2630,2369,890,4109,3951,1048,4238,761,48,4951,0,0,4998,0,0,0,0,25.0,191.431382,82.2304,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""volatility_filter"", ""count"": 4990}, {""reason"": ""score_threshold"", ""count"": 4951}, {""reason"": ""pullback_filter"", ""count"": 4109}, {""reason"": ""regime_filter"", ""count"": 2883}, {""reason"": ""trend_filter"", ""count"": 2369}, {""reason"": ""rsi_filter"", ""count"": 1048}, {""reason"": ""ema_filter"", ""count"": 761}]"
M15,trend_continuation_v2_low_drawdown,5000,4999,2116,2883,0,4999,15,4984,2270,2729,3429,1570,4176,823,4238,761,85,4914,0,0,4998,0,0,0,0,25.0,191.431382,77.3355,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""volatility_filter"", ""count"": 4984}, {""reason"": ""score_threshold"", ""count"": 4914}, {""reason"": ""regime_filter"", ""count"": 2883}, {""reason"": ""trend_filter"", ""count"": 2729}, {""reason"": ""pullback_filter"", ""count"": 1570}, {""reason"": ""rsi_filter"", ""count"": 823}, {""reason"": ""ema_filter"", ""count"": 761}]"
M15,mean_reversion_v1_safe,5000,4999,2864,2135,0,4999,102,4897,4980,19,3568,1431,0,4999,4810,189,16,4983,0,0,4998,0,0,0,0,25.0,191.431382,77.3135,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""rsi_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4983}, {""reason"": ""volatility_filter"", ""count"": 4897}, {""reason"": ""regime_filter"", ""count"": 2135}, {""reason"": ""pullback_filter"", ""count"": 1431}, {""reason"": ""ema_filter"", ""count"": 189}, {""reason"": ""trend_filter"", ""count"": 19}]"
M15,liquidity_sweep_reversal_v1,5000,4999,4980,19,0,4999,66,4933,4980,19,663,4336,0,4999,4854,145,10,4989,0,0,4998,0,0,0,0,25.0,191.431382,78.8878,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""rsi_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4989}, {""reason"": ""volatility_filter"", ""count"": 4933}, {""reason"": ""pullback_filter"", ""count"": 4336}, {""reason"": ""ema_filter"", ""count"": 145}, {""reason"": ""regime_filter"", ""count"": 19}, {""reason"": ""trend_filter"", ""count"": 19}]"
M15,capital_preservation_v1,5000,4999,2116,2883,4980,19,0,4999,985,4014,4980,19,3688,1311,4681,318,0,4999,0,0,0,0,0,0,0,25.0,191.431382,67.1314,"[{""reason"": ""volatility_too_low"", ""count"": 9687}, {""reason"": ""score_too_low"", ""count"": 173}, {""reason"": ""weak_internal_scores"", ""count"": 115}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""waiting_confirmation"", ""count"": 2}, {""reason"": ""rsi_extreme_block"", ""count"": 1}]","[{""reason"": ""volatility_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4999}, {""reason"": ""trend_filter"", ""count"": 4014}, {""reason"": ""regime_filter"", ""count"": 2883}, {""reason"": ""rsi_filter"", ""count"": 1311}, {""reason"": ""ema_filter"", ""count"": 318}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M15,capital_preservation_v2,5000,4999,2116,2883,0,4999,0,4999,644,4355,4980,19,3412,1587,4681,318,0,4999,0,0,4998,0,0,0,0,25.0,191.431382,78.3277,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""volatility_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4999}, {""reason"": ""trend_filter"", ""count"": 4355}, {""reason"": ""regime_filter"", ""count"": 2883}, {""reason"": ""rsi_filter"", ""count"": 1587}, {""reason"": ""ema_filter"", ""count"": 318}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M15,low_drawdown_v2,5000,4999,2116,2883,0,4999,0,4999,978,4021,4980,19,3688,1311,4681,318,0,4999,0,0,4998,0,0,0,0,25.0,191.431382,77.1074,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""volatility_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4999}, {""reason"": ""trend_filter"", ""count"": 4021}, {""reason"": ""regime_filter"", ""count"": 2883}, {""reason"": ""rsi_filter"", ""count"": 1311}, {""reason"": ""ema_filter"", ""count"": 318}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M30,breakout_pullback_v2_safe,5000,4999,3508,1491,0,4999,501,4498,3530,1469,907,4092,3849,1150,4203,796,231,4768,0,0,4998,0,0,0,0,25.0,336.319948,76.5353,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4768}, {""reason"": ""volatility_filter"", ""count"": 4498}, {""reason"": ""pullback_filter"", ""count"": 4092}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""trend_filter"", ""count"": 1469}, {""reason"": ""rsi_filter"", ""count"": 1150}, {""reason"": ""ema_filter"", ""count"": 796}]"
M30,trend_continuation_v2_low_drawdown,5000,4999,3508,1491,0,4999,640,4359,3111,1888,3444,1555,4084,915,4203,796,314,4685,0,0,4998,0,0,0,0,25.0,336.319948,71.3843,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4685}, {""reason"": ""volatility_filter"", ""count"": 4359}, {""reason"": ""trend_filter"", ""count"": 1888}, {""reason"": ""pullback_filter"", ""count"": 1555}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 915}, {""reason"": ""ema_filter"", ""count"": 796}]"
M30,mean_reversion_v1_safe,5000,4999,1472,3527,0,4999,1662,3337,4980,19,3620,1379,0,4999,4788,211,215,4784,0,0,4998,0,0,0,0,25.0,336.319948,76.5193,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""rsi_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4784}, {""reason"": ""regime_filter"", ""count"": 3527}, {""reason"": ""volatility_filter"", ""count"": 3337}, {""reason"": ""pullback_filter"", ""count"": 1379}, {""reason"": ""ema_filter"", ""count"": 211}, {""reason"": ""trend_filter"", ""count"": 19}]"
M30,liquidity_sweep_reversal_v1,5000,4999,4980,19,0,4999,1360,3639,4980,19,621,4378,0,4999,4841,158,155,4844,0,0,4998,0,0,0,0,25.0,336.319948,76.1192,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""rsi_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4844}, {""reason"": ""pullback_filter"", ""count"": 4378}, {""reason"": ""volatility_filter"", ""count"": 3639}, {""reason"": ""ema_filter"", ""count"": 158}, {""reason"": ""regime_filter"", ""count"": 19}, {""reason"": ""trend_filter"", ""count"": 19}]"
M30,capital_preservation_v2,5000,4999,3508,1491,0,4999,222,4777,1564,3435,4980,19,3264,1735,4639,360,26,4973,0,0,4998,0,0,0,0,25.0,336.319948,73.5867,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4973}, {""reason"": ""volatility_filter"", ""count"": 4777}, {""reason"": ""trend_filter"", ""count"": 3435}, {""reason"": ""rsi_filter"", ""count"": 1735}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""ema_filter"", ""count"": 360}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M30,low_drawdown_v2,5000,4999,3508,1491,0,4999,222,4777,1979,3020,4980,19,3554,1445,4639,360,33,4966,0,0,4998,0,0,0,0,25.0,336.319948,72.1624,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4966}, {""reason"": ""volatility_filter"", ""count"": 4777}, {""reason"": ""trend_filter"", ""count"": 3020}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 1445}, {""reason"": ""ema_filter"", ""count"": 360}, {""reason"": ""pullback_filter"", ""count"": 19}]"
H1,breakout_pullback_v2_safe,5000,4999,4123,876,0,4999,1768,3231,3838,1161,880,4119,3740,1259,4117,882,374,4625,0,0,4998,0,0,0,0,25.0,553.729295,72.3125,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4625}, {""reason"": ""pullback_filter"", ""count"": 4119}, {""reason"": ""volatility_filter"", ""count"": 3231}, {""reason"": ""rsi_filter"", ""count"": 1259}, {""reason"": ""trend_filter"", ""count"": 1161}, {""reason"": ""ema_filter"", ""count"": 882}, {""reason"": ""regime_filter"", ""count"": 876}]"
H1,trend_continuation_v2_low_drawdown,5000,4999,4123,876,0,4999,2025,2974,3434,1565,3364,1635,3968,1031,4117,882,477,4522,0,0,4998,0,0,0,0,25.0,553.729295,66.9754,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4522}, {""reason"": ""volatility_filter"", ""count"": 2974}, {""reason"": ""pullback_filter"", ""count"": 1635}, {""reason"": ""trend_filter"", ""count"": 1565}, {""reason"": ""rsi_filter"", ""count"": 1031}, {""reason"": ""ema_filter"", ""count"": 882}, {""reason"": ""regime_filter"", ""count"": 876}]"
H1,mean_reversion_v1_safe,5000,4999,857,4142,0,4999,3268,1731,4980,19,3598,1401,0,4999,4783,216,486,4513,0,0,4998,0,0,0,0,25.0,553.729295,74.0488,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""rsi_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4513}, {""reason"": ""regime_filter"", ""count"": 4142}, {""reason"": ""volatility_filter"", ""count"": 1731}, {""reason"": ""pullback_filter"", ""count"": 1401}, {""reason"": ""ema_filter"", ""count"": 216}, {""reason"": ""trend_filter"", ""count"": 19}]"
H1,liquidity_sweep_reversal_v1,5000,4999,4980,19,0,4999,2993,2006,4980,19,642,4357,0,4999,4829,170,353,4646,0,0,4998,0,0,0,0,25.0,553.729295,72.4385,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""rsi_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4646}, {""reason"": ""pullback_filter"", ""count"": 4357}, {""reason"": ""volatility_filter"", ""count"": 2006}, {""reason"": ""ema_filter"", ""count"": 170}, {""reason"": ""regime_filter"", ""count"": 19}, {""reason"": ""trend_filter"", ""count"": 19}]"
H1,capital_preservation_v2,5000,4999,4123,876,0,4999,1059,3940,2099,2900,4980,19,3122,1877,4609,390,41,4958,0,0,4998,0,0,0,0,25.0,553.729295,69.926,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4958}, {""reason"": ""volatility_filter"", ""count"": 3940}, {""reason"": ""trend_filter"", ""count"": 2900}, {""reason"": ""rsi_filter"", ""count"": 1877}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""ema_filter"", ""count"": 390}, {""reason"": ""pullback_filter"", ""count"": 19}]"
H1,low_drawdown_v2,5000,4999,4123,876,0,4999,1059,3940,2457,2542,4980,19,3466,1533,4609,390,67,4932,0,0,4998,0,0,0,0,25.0,553.729295,68.4697,"[{""reason"": ""risk_governor_spread_too_high"", ""count"": 4998}, {""reason"": ""spread_too_high"", ""count"": 4980}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""spread_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4932}, {""reason"": ""volatility_filter"", ""count"": 3940}, {""reason"": ""trend_filter"", ""count"": 2542}, {""reason"": ""rsi_filter"", ""count"": 1533}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""ema_filter"", ""count"": 390}, {""reason"": ""pullback_filter"", ""count"": 19}]"
