timeframe,profile,risk_reward,time_stop_bars,score_min,spread_max,closed,wins,losses,win_rate,profit_factor,expectancy,max_drawdown,buy_win_rate,sell_win_rate,buy_pf,sell_pf,blocked_by_drawdown_accelerating,blocked_by_cooldown_after_loss,blocked_by_consecutive_losses,blocked_by_mae_filter,test_pf,test_expectancy,monte_carlo_risk_of_ruin,monte_carlo_drawdown_p95,stressed_profit_factor,capital_preservation_score,recommendation,candidate,pass_fail_reasons,broker_touched,order_executed
H1,capital_preservation_v4_side_filtered,0.8,4,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,0.8,6,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.0,1,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.0,2,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.0,2,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2467,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.0,2,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,3291,1643,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.0,3,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.0,4,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.0,6,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.2,1,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.2,2,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.2,3,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.2,3,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.2,3,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.2,3,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.2,3,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.2,3,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.2,3,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.2,3,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.2,3,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.2,3,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.2,4,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,capital_preservation_v4_side_filtered,1.2,6,60.0,25.0,2,0,2,0.0,0.0,-1.0,653.171142,0.0,0.0,0.0,0.0,0,2468,2465,0,0.0,0.0,0.0,1306.342284,0.0,-942.2358,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,liquidity_sweep_v3_session_confirmed,1.2,3,65.0,20.0,4,1,3,25.0,0.0462,-0.7173,1813.370143,25.0,0.0,0.0462,0.0,0,2373,2368,0,0.0,0.0,0.0,3572.958857,0.0357,-960.7446,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,liquidity_sweep_v3_session_confirmed,1.2,3,60.0,20.0,4,1,3,25.0,0.0462,-0.7173,1813.370143,25.0,0.0,0.0462,0.0,0,2373,2368,0,0.0,0.0,0.0,3572.958857,0.0357,-960.7446,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,liquidity_sweep_v3_session_confirmed,1.2,3,55.0,20.0,4,1,3,25.0,0.0462,-0.7173,1813.370143,25.0,0.0,0.0462,0.0,0,2373,2368,0,0.0,0.0,0.0,3572.958857,0.0357,-960.7446,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,liquidity_sweep_v3_session_confirmed,1.2,3,50.0,20.0,4,1,3,25.0,0.0462,-0.7173,1813.370143,25.0,0.0,0.0462,0.0,0,2373,2368,0,0.0,0.0,0.0,3572.958857,0.0357,-960.7446,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,liquidity_sweep_v3_session_confirmed,1.2,3,65.0,25.0,4,1,3,25.0,0.0462,-0.7173,1813.370143,25.0,0.0,0.0462,0.0,0,2373,2368,0,0.0,0.0,0.0,3572.958857,0.0357,-960.7446,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
H1,liquidity_sweep_v3_session_confirmed,1.2,3,60.0,25.0,4,1,3,25.0,0.0462,-0.7173,1813.370143,25.0,0.0,0.0462,0.0,0,2373,2368,0,0.0,0.0,0.0,3572.958857,0.0357,-960.7446,observation_only,False,sample_too_small;pf_below_1_20;expectancy_not_positive;win_rate_below_45;monte_carlo_stressed_pf_below_1_05;monte_carlo_stressed_expectancy_negative,False,False
